costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,lt,rect,wcap,dp,ebitda,ni,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,total_debt,ebitda_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio,n_nulos
I,USD,STD,INDL,C,BDK,2009-12-31,2255,BLACK & DECKER CORP,11.0,2009,403.2,5495.2,1083.2,4196.1,832.8,1806.0,126.7,442.9,132.5,4775.1,1270.3,63.1,61.645,64.83,3540.0,BLACK & DECKER,1,1715.0,0.0927519842516386,0.3120905517542582,0.0132143829448597,0.0241119522492356,0.4303996568241938,3996.44535,9.023358207270263,0.8689583636628331,0.1971174843499781,0
I,USD,STD,INDL,C,GTK,2006-02-28,25807,GTECH HOLDINGS CORP,11.0,2005,93.205,2099.902,495.916,1094.53,183.561,503.48,168.49,517.147,211.045,1304.806,177.584,146.972,127.179,33.38,7370.0,GTECH,1,551.407,0.3963401455848609,0.262587015965507,0.1126389670188518,0.1005023091553796,0.4599965281901821,4245.23502,8.208952232150626,0.6213651875182746,0.236161497060339,0
I,USD,STD,INDL,C,EDR.1,2017-12-31,161953,EDUCATION REALTY TRUST INC,11.0,2017,4.204,3015.164,29.155,1116.356,8.831,47.842,12.13,35.723,47.44,331.099,14.369,1.744,75.78,34.92,6798.0,EDUCATION REALTY TRUST,1,933.449,0.1158586294537956,0.3095848186035651,0.0052673067571934,0.0157338041977152,0.3234529025191676,2646.2376000000004,5.4193478578814185,0.1098112739472877,0.0096694574490807,5
I,USD,STD,INDL,C,ILG,2017-12-31,180395,ILG INC,14.0,2017,46.0,3671.0,349.0,1967.0,203.0,556.0,80.0,315.0,168.0,1786.0,512.0,119.0,124.066,28.48,6532.0,ILG,1,1137.0,0.1763717805151176,0.3097248706074639,0.066629339305711,0.0457640969763007,0.28266395526182,3533.39968,11.21714184126984,0.48651593571234,0.0950694633614818,0
I,USD,STD,INDL,C,UIL,2014-12-31,10905,UIL HOLDINGS CORP,11.0,2014,217.7,5111.935,116.63,3743.614,328.703,174.538,151.557,406.304,109.579,1631.943,62.247,312.153,56.854,43.54,4931.0,UIL,1,1806.875,0.2489694799389439,0.3534620451942366,0.1912769012152998,0.0214359141890497,0.0466228622929607,2475.42316,6.092539477829408,0.3192417352724555,0.0228152353267402,1
I,USD,STD,INDL,C,LNCR,2011-12-31,25062,LINCARE HOLDINGS INC,14.0,2011,53.294,2117.66,54.967,1231.746,259.702,-224.449,125.504,453.615,177.311,1847.52,386.438,130.932,87.027,25.71,8090.0,LINCARE,1,653.9100000000001,0.245526435437776,0.3087889462897727,0.0708690568978955,0.0837296827630497,-0.1822201979953659,2237.46417,4.932518038424655,0.8724346684548039,0.0259564802659539,0
A,USD,STD,INDL,C,LXP,2014-12-31,29052,LXP INDUSTRIAL TRUST,11.0,2014,12.879,3777.894,208.456,2268.974,173.907,47.842,12.13,35.723,93.104,424.998,28.255,0.0,233.278,10.98,6798.0,LXP INDUSTRIAL TRUST,1,2095.276,0.1158586294537956,0.5546148197911323,0.0,0.0246444182923078,0.3234529025191676,2561.39244,5.4193478578814185,0.1124960096815845,0.0551778318819956,5
I,USD,STD,INDL,C,GRM,2010-12-31,148221,GRAHAM PACKAGING CO INC,11.0,2010,142.585,2806.827,152.964,3337.551,216.368,267.982,168.0,490.933,54.712,2512.733,118.916,157.119,63.312,13.04,3089.0,GRAHAM PACKAGING,1,2832.831,0.195378100259757,1.0092645538894989,0.0625291266521353,0.0194924731734446,0.0802930052604439,825.5884799999999,1.6816724074364524,0.8952219000316015,0.0544971243329211,0
I,USD,STD,INDL,C,ISG.1,2004-12-31,155395,INTERNATIONAL STEEL GRP INC,11.0,2004,753.3,4488.6,606.7,2484.5,830.7,1549.5,129.1,927.4,1027.4,9015.9,260.6,267.2,99.395,40.56,3310.0,INTERNATIONAL STEEL GRP,1,864.4,0.1028627203052385,0.1925767499888606,0.0296365310174247,0.2288909682306287,0.6236667337492453,4031.4612,4.347057580332112,2.0086218419997324,0.1351646393084703,0
I,USD,STD,INDL,C,UNS,2013-12-31,10757,UNS ENERGY CORP,11.0,2013,117.503,4273.069,74.878,3142.285,150.166,-26.018,177.172,448.668,127.478,1484.56,62.247,325.886,41.538,59.85,4911.0,UNS ENERGY,1,1846.496,0.3022228808535863,0.4321240775657963,0.2195168938944872,0.029832890599239,-0.0082799618748776,2486.0493,5.5409552274733205,0.3474224263638148,0.0175232368117622,1
I,USD,STD,INDL,C,IGTE,2014-12-31,64165,IGATE CORP,14.0,2014,11.168,1406.203,191.975,887.387,264.074,217.318,38.25,258.988,110.012,1268.222,197.701,92.851,80.812,39.48,7374.0,IGATE,1,687.366,0.2042134578961727,0.4888099371143427,0.0732135225536223,0.0782333702886425,0.2448965333050856,3190.45776,12.31894049145134,0.9018768982856672,0.1365201183612892,0
I,USD,STD,INDL,C,BEXP,2010-12-31,64741,BRIGHAM EXPLORATION CO,14.0,2010,92.178,1085.401,247.734,492.131,70.368,184.312,60.321,120.765,42.896,169.722,12.943,408.761,116.289,27.24,1311.0,BRIGHAM EXPLORATION CO,1,300.0,0.7115459398310178,0.2763955441353011,2.4084149373681667,0.0395208775374262,0.3745181669108429,3167.71236,26.230384300086943,0.1563680151391052,0.2282419124360489,0
I,USD,STD,INDL,C,IFIN.1,2006-12-31,61518,INVESTORS FINANCIAL SVCS CP,14.0,2006,6144.942,11558.206,415.965,10619.468,270.693,47.842,32.819,442.653,153.803,1197.203,360.995,76.677,65.628,42.67,6020.0,INVESTORS FINANCIAL SVCS CP,1,4269.625,0.3697393006866839,0.3694020508026938,0.0640467823752529,0.0133068228754531,0.3234529025191676,2800.34676,6.326279862555997,0.1035803480228679,0.0359887165880241,2
I,USD,STD,INDL,C,CKFR,2006-06-30,61355,CHECKFREE CORP,14.0,2006,16.967,1758.029,317.613,274.394,146.605,382.334,40.417,226.534,127.263,879.402,251.22,48.096,90.868,49.56,7389.0,CHECKFREE,1,29.199,0.2576000509437094,0.0166089410356711,0.0546917109581283,0.0723895908429269,1.3933759484536834,4503.41808,19.8796563871207,0.5002204172968705,0.1806642552540373,0
I,USD,STD,INDL,C,CST,2016-12-31,17699,CST BRANDS INC,11.0,2016,404.0,4360.0,159.0,2581.0,195.0,12.0,254.0,453.0,324.0,9061.0,987.0,370.0,75.749,48.15,5500.0,CST BRANDS,1,1584.0,0.0499944818452709,0.363302752293578,0.0408343449950336,0.0743119266055045,0.0046493607129019,3647.31435,8.05146655629139,2.078211009174312,0.0364678899082568,0
I,USD,STD,INDL,C,ME.2,2009-12-31,148281,MARINER ENERGY INC,11.0,2009,3.579,2867.205,8.919,1984.25,157.177,-160.29,399.4,-198.603,-319.409,926.341,88.266,533.555,101.807,11.61,1311.0,MARINER ENERGY,1,1194.85,-0.2143951309506974,0.4167298815396876,0.5759811991480459,-0.1114008241475583,-0.0807811515686027,1181.97927,-5.951467349435809,0.3230815375949749,0.0031106949102,0
I,USD,STD,INDL,C,MORE.1,2016-12-31,21073,MONOGRAM RESIDENTIAL TRUST,11.0,2016,32.707,3200.102,144.858,1630.59,31.9,47.842,12.13,35.723,9.471,287.837,23.454,0.0,166.833,10.82,6798.0,MONOGRAM RESIDENTIAL TRUST,1,1530.23,0.1158586294537956,0.4781816329604494,0.0,0.0029595931629679,0.3234529025191676,1805.13306,5.4193478578814185,0.0899461954650195,0.0452666821245072,5
I,USD,STD,INDL,C,MENT,2017-01-31,7251,MENTOR GRAPHICS CORP,14.0,2016,16.454,2261.185,441.087,885.502,531.447,261.096,53.223,268.639,154.866,1282.467,866.795,60.288,110.383,36.91,7373.0,MENTOR GRAPHICS,1,289.862,0.2094704970966114,0.1281903072946264,0.0470093967330153,0.0684888675628044,0.2948564768910742,4074.23653,15.16621387810407,0.5671658886822618,0.1950689572060667,0
I,USD,STD,INDL,C,VHS,2012-06-30,148356,VANGUARD HEALTH SYSTEMS INC,11.0,2012,390.6,4788.1,457.9,4433.5,832.6,594.3,267.5,547.5,57.3,5949.0,67.1,293.3,75.474,8.89,8062.0,VANGUARD HEALTH SYSTEMS,1,2706.6,0.0920322743318204,0.5652764144441427,0.0493024037653387,0.0119671686055011,0.1340475921957821,670.9638600000001,1.2255047671232877,1.2424552536496731,0.0956329232889872,0
I,USD,STD,INDL,C,MVL,2008-12-31,31554,MARVEL ENTERTAINMENT INC,11.0,2008,2.025,937.584,181.957,540.893,146.516,-26.333,136.898,483.191,205.535,676.177,136.806,2.384,78.408,30.75,6794.0,MARVEL ENTERTAINMENT,1,213.001,0.7145924809628248,0.2271807112749364,0.0035257040686092,0.2192176914281813,-0.0486843053986647,2411.046,4.989840456465456,0.7211908479666889,0.1940700779876789,0
I,USD,STD,INDL,C,CHAP.1,2007-05-31,164433,CHAPARRAL STEEL CO,14.0,2006,74.795,1517.741,443.402,588.96,190.539,706.774,47.958,466.42,269.294,1722.918,57.076,22.184,46.895,73.1801,3312.0,CHAPARRAL STEEL CO,1,300.0,0.2707151472095596,0.1976621834687209,0.0128758304225737,0.1774308001167524,1.2000373539798967,3431.7807895,7.357705050169375,1.1351857793918725,0.2921460249146593,0
I,USD,STD,INDL,C,KYPH,2006-12-31,147644,KYPHON INC,14.0,2006,10.447,428.606,202.153,83.906,73.859,228.046,6.985,68.22,39.732,407.79,294.379,11.905,44.939,40.4,3841.0,KYPHON,1,4.992,0.1672919885235047,0.0116470604704553,0.0291939478653228,0.0927005221578792,2.717874764617548,1815.5356,26.612952213427143,0.951433251051082,0.4716522867155382,0
I,USD,STD,INDL,C,MRD,2015-12-31,20168,MEMORIAL RESOURCE DEV CORP,14.0,2015,100.105,5082.849,2.175,3614.928,114.095,450.95,392.098,-400.704,95.648,732.189,149.387,1222.685,205.294,16.15,1311.0,MEMORIAL RESOURCE DEV,1,3012.643,-0.5472685331246441,0.5927075543656717,1.6699035358356926,0.0188177929346317,0.1247466062947865,3315.4981,-8.274182688468295,0.1440509053092074,0.0004279096231267,0
I,USD,STD,INDL,C,NBL,2019-12-31,7912,NOBLE ENERGY INC,14.0,2019,1250.0,20647.0,484.0,11486.0,730.0,-607.0,2197.0,441.0,-1512.0,3904.0,618.0,2524.0,484.934,24.84,1311.0,NOBLE ENERGY,1,7771.0,0.1129610655737704,0.3763742916646486,0.6465163934426229,-0.0732309778660338,-0.052846944105868,12045.76056,27.31464979591837,0.189083159781082,0.0234416622269579,0
I,USD,STD,INDL,C,CPS.1,2007-12-31,65156,CHOICEPOINT INC,11.0,2007,53.977,1214.85,20.189,878.158,215.523,131.388,26.333,250.47,32.424,981.955,221.716,16.687,66.389,36.42,6411.0,CHOICEPOINT,1,610.0,0.2550727884679033,0.5021196032431988,0.0169936504218625,0.0266897147796024,0.1496177225510671,2417.88738,9.65340112588334,0.8082932049224185,0.0166185125735687,0
I,USD,STD,INDL,C,KRI,2005-12-31,6475,KNIGHT-RIDDER INC,11.0,2005,133.619,4603.955,24.748,3419.389,430.605,114.344,98.11,613.231,471.439,3003.992,62.247,96.056,66.937,63.3,2711.0,KNIGHT-RIDDER,1,2135.021,0.2041386927794747,0.4637362876048962,0.0319761171134943,0.1023986985103025,0.0334398923316417,4237.112099999999,6.909487778667418,0.6524807475311988,0.0053753783431853,1
I,USD,STD,INDL,C,STK.1,2004-12-31,10097,STORAGE TECHNOLOGY CP,11.0,2004,121.019,2407.841,1134.438,966.033,519.273,997.458,59.5,278.127,191.023,2224.0,834.954,55.01,107.428,31.61,3572.0,STORAGE TECHNOLOGY CP,1,12.557,0.1250571043165467,0.0052150453456021,0.0247347122302158,0.0793337267701646,1.0325299446292209,3395.79908,12.209526870818006,0.9236490283203916,0.4711432357867484,0
I,USD,STD,INDL,C,TRA,2009-12-31,5980,TERRA INDUSTRIES INC,11.0,2009,87.898,1599.743,501.31,1014.109,100.216,620.093,62.5,376.715,152.633,1576.528,67.137,133.934,99.841,32.19,2870.0,TERRA INDUSTRIES,1,602.434,0.2389523053190301,0.3765817384417372,0.0849550404433032,0.0954109503839054,0.6114658286239447,3213.8817899999995,8.531334802171402,0.985488294057233,0.3133690849092636,0
I,USD,STD,INDL,C,CBI,2017-12-31,64549,CHICAGO BRIDGE & IRON CO,11.0,2017,971.735,5971.582,354.639,5753.218,1075.445,-3431.239,88.375,-195.377,-1458.193,6673.33,265.023,46.168,101.705,16.14,1600.0,CHICAGO BRIDGE & IRON CO,1,2262.442,-0.0292772873512923,0.378868112336061,0.0069182851739686,-0.2441887258686224,-0.5964034389101891,1641.5187,-8.401801133193775,1.117514588261536,0.059387780323539,0
I,USD,STD,INDL,C,WNR,2016-12-31,165652,WESTERN REFINING INC,11.0,2016,753.933,5560.397,283.433,3263.437,458.176,688.477,216.787,571.381,124.939,7743.213,217.861,300.969,108.512,37.85,2911.0,WESTERN REFINING,1,1937.768,0.0737912026958318,0.348494540947346,0.0388687486706099,0.0224694387828782,0.2109668426263476,4107.1792000000005,7.188162014487707,1.3925647755007422,0.0509735186174656,0
I,USD,STD,INDL,C,CYMI,2012-12-31,63600,CYMER INC,14.0,2012,80.414,1023.23,290.401,273.45,114.739,533.195,26.406,58.158,-36.365,538.625,254.324,71.362,31.37,90.43,3559.0,CYMER,1,0.6539999999999999,0.1079749361800881,0.0006391524877104,0.1324892086330935,-0.0355394192898957,1.949881148290364,2836.7891000000004,48.77728085560027,0.5263968022829667,0.283808136978001,0
I,USD,STD,INDL,C,CPHD,2015-12-31,136804,CEPHEID INC,14.0,2015,57.771,821.647,325.415,451.664,66.55,413.986,33.524,2.566,-48.53,538.576,293.844,37.671,72.415,36.53,3826.0,CEPHEID,1,288.856,0.0047644157927571,0.3515572989373782,0.0699455601437865,-0.0590642940338125,0.9165795812816608,2645.3199500000005,108.82167864101316,0.6554834375346104,0.3960520758914716,0
I,USD,STD,INDL,C,CLC,2016-11-30,3093,CLARCOR INC,11.0,2016,89.303,1739.092,134.878,597.579,230.999,421.536,58.602,250.166,139.266,1389.573,274.65,30.924,48.567,70.45,3564.0,CLARCOR,1,285.453,0.1800308440074756,0.1641391024741646,0.0222543184129225,0.0800797197618067,0.7054063144789225,3421.5451500000004,13.677099006259844,0.799022133389148,0.0775565640000643,0
I,USD,STD,INDL,C,CFC.3,2007-12-31,3555,COUNTRYWIDE FINANCIAL CORP,11.0,2007,73352.698,211730.061,42614.102,197074.19,101470.146,47.842,235.015,9357.18,-703.538,25114.051,62.247,234.689,578.434,8.94,6162.0,COUNTRYWIDE FINANCIAL,1,119537.949,0.3725874411897945,0.5645771244547084,0.0093449280643732,-0.0033228063916724,0.3234529025191676,5171.199959999999,0.552645130263605,0.118613534995392,0.2012661867603202,3
I,USD,STD,INDL,C,MI.1,2010-12-31,7067,MARSHALL & ILSLEY CORP,11.0,2010,38258.632,50831.951,2974.976,44493.078,35473.569,47.842,88.13,-241.899,-515.871,2975.184,847.288,23.766,528.677,6.92,6020.0,MARSHALL & ILSLEY,1,5256.625,-0.0813055595889195,0.1034118285170679,0.0079880773760547,-0.0101485579414412,0.3234529025191676,3658.44484,-15.123852682317828,0.0585298014628633,0.0585257095483114,2
I,USD,STD,INDL,C,OSIP,2009-12-31,12180,OSI PHARMACEUTICALS INC,14.0,2009,4.423,1185.372,471.895,473.624,129.059,508.866,8.212,174.228,75.931,428.148,62.247,69.178,58.24,31.06,2835.0,OSI PHARMACEUTICALS,1,308.324,0.4069340508422321,0.2601073755749249,0.1615749694031036,0.0640566843151348,1.074409236018445,1808.9344,10.382569965791951,0.3611929419625231,0.3980986559493559,1
I,USD,STD,INDL,C,SSCC.,2010-12-31,6242,SMURFIT-STONE CONTAINER CORP,11.0,2010,503.0,6459.0,449.0,3848.0,782.0,940.0,337.0,573.0,1438.0,6286.0,564.0,189.0,91.794,25.6,2631.0,SMURFIT-STONE CONTAINER,1,1194.0,0.0911549475023862,0.1848583372039015,0.0300668151447661,0.2226350828301594,0.2442827442827443,2349.9264,4.101093193717277,0.9732156680600712,0.0695154048614336,0
I,USD,STD,INDL,C,TLCR,2010-12-31,175995,TALECRIS BIOTHERAPEUTCS HLDG,14.0,2010,59.975,1738.453,197.876,944.089,134.842,840.911,36.03,396.743,166.068,1601.619,328.93,152.849,125.578,23.3,2836.0,TALECRIS BIOTHERAPEUTCS HLDG,1,606.1610000000001,0.2477137196798989,0.348678393951404,0.0954340576629023,0.0955263098858583,0.8907115748621156,2925.9674,7.374969186601906,0.9212897904056075,0.1138230369184556,0
I,USD,STD,INDL,C,BNK.3,2004-12-31,16991,TD BANKNORTH INC,11.0,2004,19227.581,28687.81,544.306,25511.696,18349.842,47.842,52.826,763.858,304.643,1596.804,468.983,47.805,179.298,36.6,6020.0,TD BANKNORTH,1,5990.705,0.4783667876583475,0.208824061509052,0.0299379260071993,0.0106192490817528,0.3234529025191676,6562.3068,8.59100356348955,0.0556614115891035,0.0189734246009019,2
I,USD,STD,INDL,C,GPRO.2,2011-12-31,14186,GEN-PROBE INC,14.0,2011,12.0,1045.448,305.81,345.106,61.213,164.883,46.569,194.085,50.124,576.234,244.441,41.664,45.009,59.12,2835.0,GEN-PROBE,1,248.0,0.336816293380814,0.237218876500792,0.0723039598496444,0.0479449958295391,0.4777749445098028,2660.93208,13.710137723162532,0.5511837987159571,0.2925157444464,0
I,USD,STD,INDL,C,UDI.2,2004-12-31,145702,UNITED DEFENSE INDUSTRIES,11.0,2004,132.48,1601.574,307.258,1375.458,202.98,96.469,44.246,335.238,166.113,2292.355,194.057,42.386,50.612,47.25,3790.0,UNITED DEFENSE INDUSTRIES,1,524.947,0.1462417470243483,0.3277694318214456,0.01849015532062,0.103718591835282,0.0701359110928868,2391.417,7.133490236786999,1.431313820029546,0.1918475200021978,0
I,USD,STD,INDL,C,ESL,2018-09-30,4460,ESTERLINE TECHNOLOGIES CORP,11.0,2018,147.438,3036.917,372.406,1193.79,450.773,900.859,105.3,301.001,69.458,2040.132,475.9,53.292,29.453,90.95,3812.0,ESTERLINE TECHNOLOGIES,1,672.4680000000001,0.1475399631004268,0.2214311421747779,0.0261218391751122,0.0228712210442366,0.754620996992771,2678.7503500000003,8.89947325756393,0.6717773320772349,0.1226263345359784,0
I,USD,STD,INDL,C,HPY,2015-12-31,161040,HEARTLAND PAYMENT SYSTEMS,11.0,2015,330.455,1536.679,56.592,1200.857,267.292,-68.39,63.5,212.948,84.732,2682.396,240.105,54.345,36.934,94.82,6099.0,HEARTLAND PAYMENT SYSTEMS,1,481.635,0.0793872343979039,0.313425900920101,0.0202598721441576,0.0551396875990366,-0.0569509941650005,3502.08188,16.44571388320153,1.7455799161698702,0.0368274701482873,0
I,USD,STD,INDL,C,HGSI,2011-12-31,29312,HUMAN GENOME SCIENCES INC,14.0,2011,37.672,1407.576,521.283,951.157,77.771,326.552,20.337,-310.931,-381.106,130.975,62.247,18.989,198.751,7.39,2835.0,HUMAN GENOME SCIENCES,1,813.84,-2.373972132086276,0.5781854763082065,0.1449818667684672,-0.2707534086969371,0.3433208187502168,1468.76989,-4.72378080667415,0.0930500377954725,0.3703409265290115,1
I,USD,STD,INDL,C,ACV.1,2010-09-30,1239,ALBERTO-CULVER CO,11.0,2010,126.916,1878.275,301.978,551.035,283.183,520.68,26.658,262.0,155.31,1598.464,601.963,25.833,98.81,37.65,2844.0,ALBERTO-CULVER CO,1,150.42200000000005,0.1639073510570147,0.0800851845443292,0.0161611396941063,0.0826875723735874,0.9449127550881524,3720.1965,14.199223282442748,0.8510276716668219,0.1607741145465919,0
I,USD,STD,INDL,C,MOGN,2006-12-31,7504,MGI PHARMA INC,14.0,2006,13.627,482.975,165.7,376.101,84.464,205.112,11.527,-17.054,-40.161,342.788,247.954,6.856,79.195,18.41,2834.0,MGI PHARMA,1,262.017,-0.0497508664247289,0.5425063409079145,0.0200007001411951,-0.0831533723277602,0.5453641442059447,1457.97995,-85.49196376216723,0.7097427403074693,0.3430819400590092,0
I,USD,STD,INDL,C,TNB,2011-12-31,10540,THOMAS & BETTS CORP,11.0,2011,213.052,2823.721,552.256,1221.434,284.855,797.046,84.346,375.64,190.153,2297.531,397.451,45.453,51.745,54.6,3640.0,THOMAS & BETTS,1,574.7550000000001,0.1634972498738863,0.2035452511066072,0.0197834109746506,0.0673412847799056,0.6525493804822856,2825.277,7.521235757640294,0.8136536860405118,0.1955773959254473,0
I,USD,STD,INDL,C,DWA,2015-12-31,160912,DREAMWORKS ANIMATION SKG INC,14.0,2015,10.847,1969.975,110.854,771.135,502.035,47.842,54.647,125.582,-54.806,915.863,318.642,22.729,86.345,25.77,7812.0,DREAMWORKS ANIMATION SKG,1,360.0,0.1371187612121026,0.1827434358304039,0.0248170304947355,-0.0278206576225586,0.3234529025191676,2225.11065,17.71838838368556,0.4649109760276146,0.0562717800987322,2
I,USD,STD,INDL,C,KOSP,2005-12-31,64542,KOS PHARMACEUTICALS INC,14.0,2005,25.112,913.855,412.736,231.761,111.652,391.827,29.238,212.522,114.075,751.7,488.2,13.609,46.862,51.73,2834.0,KOS PHARMACEUTICALS,1,0.209,0.2827218305174936,0.0002287014898424,0.0181042969269655,0.1248283370994304,1.6906511449294748,2424.17126,11.40668382567452,0.8225593775817827,0.451642766084335,0
I,USD,STD,INDL,C,MFRM.1,2016-01-31,161036,MATTRESS FIRM HOLDING CORP,14.0,2015,164.686,1665.908,1.778,1154.426,64.923,5.82,65.125,232.14,64.522,2546.904,786.375,130.529,35.295,36.5,5712.0,MATTRESS FIRM,1,690.9209999999999,0.0911459560313227,0.4147413902808558,0.0512500667477062,0.0387308302739407,0.0050414664950373,1288.2675000000002,5.549528301886793,1.5288383272065444,0.0010672858285091,0
I,USD,STD,INDL,C,SSI.2,2004-12-31,123500,SPECTRASITE INC,11.0,2004,7.05,1431.072,34.649,933.753,9.061,-31.112,101.351,161.996,24.651,355.148,53.199,98.78,46.046,57.9,4899.0,SPECTRASITE,1,751.423,0.4561365965738227,0.5250770052100803,0.2781375651840923,0.0172255484000805,-0.0333193039272698,2666.0634,16.457587841675103,0.2481692046242258,0.0242119194561838,0
I,USD,STD,INDL,C,CWEI,2016-12-31,28296,CLAYTON WILLIAMS ENERGY INC,11.0,2016,65.923,1494.639,573.025,1334.108,23.158,524.42,153.514,57.482,-292.151,166.019,23.913,111.541,17.631,119.26,1311.0,CLAYTON WILLIAMS ENERGY,1,848.366,0.346237478842783,0.5676059570237362,0.6718568356633878,-0.195465928562014,0.3930866166757114,2102.67306,36.57967816011969,0.1110763201013756,0.3833868914165895,0
I,USD,STD,INDL,C,HCBK,2014-12-31,122015,HUDSON CITY BANCORP INC,14.0,2014,19376.544,36569.082,6285.566,31787.672,21428.812,47.842,12.13,389.271,157.965,1278.101,166.751,2.682,528.909,10.12,6035.0,HUDSON CITY BANCORP,1,12175.0,0.3045698266412435,0.3329315184887605,0.00209842571127,0.0043196326339283,0.3234529025191676,5352.559079999999,13.750212782354708,0.0349503167730598,0.1718819739582196,3
I,USD,STD,INDL,C,BID,2018-12-31,14412,SOTHEBY'S,11.0,2018,101.366,2689.088,183.415,2247.594,1089.68,102.219,27.048,221.771,108.634,1035.74,204.257,56.824,46.347,39.74,7389.0,SOTHEBY S,1,932.39,0.2141184080946955,0.346730936287693,0.0548631896035684,0.0403980829188185,0.0454792991972749,1841.8297800000005,8.305097510495061,0.3851640407454125,0.0682071393721588,0
A,USD,STD,INDL,C,PUBGY,2014-12-31,101292,PUBLICIS GROUPE SA,19.0,2014,11665.364,24959.523,3821.496,17559.761,9243.954,-402.963,212.978,1665.099,871.272,8779.276,1744.963,163.364,853.234,18.042,7311.0,PUBLICIS E,1,2601.7160000000003,0.189662450525533,0.1042374087036839,0.0186079125431299,0.0349073978697429,-0.0229480913777812,15394.047828000002,9.245124661056192,0.3517405360671355,0.1531077336694295,0
I,USD,STD,INDL,C,PRNB,2019-12-31,34015,PRINCIPIA BIOPHARMA,14.0,2019,1.85,382.736,315.58,23.758,1.272,303.606,1.832,-56.933,-53.792,35.16,62.247,2.171,32.951,54.78,2836.0,PRINCIPIA BIOPHARMA,1,0.0,-1.6192548350398182,0.0,0.0617463026166097,-0.1405459637975001,12.779105985352302,1805.05578,-31.704912440939356,0.091864888591614,0.8245370176832072,1
I,USD,STD,INDL,C,NXTL,2004-12-31,24870,NEXTEL COMMUNICATIONS INC,14.0,2004,519.0,22744.0,1814.0,13228.0,1584.0,2598.0,1841.0,5124.0,3000.0,13368.0,4241.0,2513.0,1118.0,30.01,4812.0,NEXTEL COMMUNICATIONS,1,8549.0,0.3833034111310592,0.3758793527963419,0.1879862357869539,0.1319029194512838,0.1964015724221348,33551.18,6.547849336455894,0.5877594090749209,0.0797572986282096,0
I,USD,STD,INDL,C,CLWR,2012-12-31,181904,CLEARWIRE CORP,14.0,2012,83.701,7665.789,870.21,5784.167,22.769,582.223,822.551,-495.853,-728.567,1264.694,553.002,112.997,691.315,2.89,4899.0,CLEARWIRE,1,4307.437,-0.3920734976207684,0.5619039344808473,0.0893473045653731,-0.0950413584302933,0.1006580549973747,1997.9003500000003,-4.029219042740491,0.1649789734624837,0.1135186475912655,0
I,USD,STD,INDL,C,DGI,2016-12-31,180029,DIGITALGLOBE INC,11.0,2016,15.0,3009.9,111.7,1837.0,114.6,41.2,267.2,375.9,26.5,725.4,185.1,192.0,61.4,28.65,4899.0,DIGITALGLOBE,1,1295.4,0.5181968569065343,0.430379746835443,0.2646815550041356,0.0088042792119339,0.0224278715296679,1759.11,4.679728651237031,0.2410046845410146,0.03711086747068,0
I,USD,STD,INDL,C,NETL.1,2011-12-31,160232,NETLOGIC MICROSYSTEMS INC,14.0,2011,6.133,775.09,258.868,135.388,38.189,254.839,66.287,70.954,-56.702,405.413,239.531,13.39,71.263,49.57,3674.0,NETLOGIC MICROSYSTEMS,1,0.0,0.1750165880225843,0.0,0.0330280479412352,-0.07315537550478,1.8822864655656333,3532.50691,49.78587408743694,0.5230528067708267,0.3339844405165851,0
I,USD,STD,INDL,C,SLR,2006-08-31,17110,SOLECTRON CORP,11.0,2006,1616.7,5373.6,1180.5,2959.9,1429.3,2047.5,173.5,287.8,133.2,10560.7,433.3,196.5,905.8,3.14,3672.0,SOLECTRON,1,712.3000000000001,0.0272519814027479,0.132555456304898,0.0186067211453786,0.0247878517195176,0.6917463427818508,2844.212,9.882599027102154,1.9652932856930176,0.2196851272889682,0
I,USD,STD,INDL,C,SPGZ,2011-06-30,28285,SPECTRUM GROUP INTL INC,19.0,2011,19.198,371.827,25.332,268.204,120.72,91.82,1.679,11.42,3.774,7202.171,49.336,0.797,32.537,2.9,7389.0,SPECTRUM,1,153.11,0.0015856329987166,0.4117775201908414,0.0001106610770557,0.010149881530927,0.3423513444989634,94.3573,8.262460595446585,19.369682675007464,0.0681284575891476,0
I,USD,STD,INDL,C,AWAY.1,2014-12-31,186714,HOMEAWAY INC,14.0,2014,8.281,1530.128,813.169,588.578,25.089,634.543,30.842,70.868,13.384,446.762,313.207,31.647,94.515,29.78,7370.0,HOMEAWAY,1,316.181,0.1586258455284916,0.2066369610908368,0.0708363737291891,0.0087469806447565,1.078095001851921,2814.6567,39.71689196816617,0.2919768803655642,0.5314385463176937,0
I,USD,STD,INDL,C,SFSF,2011-12-31,178868,SUCCESSFACTORS INC,11.0,2011,5.099,825.46,165.039,411.325,116.755,-76.267,19.235,-42.9,-35.952,327.947,276.344,7.741,84.81,39.87,7372.0,SUCCESSFACTORS,1,0.0,-0.1308138205258776,0.0,0.0236044238855668,-0.0435538972209434,-0.1854178569257886,3381.3747,-78.81992307692308,0.3972899958810845,0.1999357933758146,0
