costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,lt,rect,wcap,dp,ebitda,ni,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,total_debt,ebitda_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio,n_nulos
A,USD,STD,INDL,C,CIB,2011-12-31,61067,GRUPO CIBEST SA,11.0,2011,27161.067,44269.844,4003.62,39573.234,30342.289,47.842,142.057,2292.27,861.897,4405.855,746.882,659.95,69.531,59.56,6020.0,GRUPO CIBEST,0,10216.235,0.5202781298976022,0.2307718771270122,0.1497893144463447,0.0194691673185024,0.3234529025191676,4141.2663600000005,1.8066224135900224,0.0995227134751141,0.0904367316044755,2
A,USD,STD,INDL,C,CNL1,2019-12-31,145268,CLECO POWER LLC,0.0,2019,110.096,4476.53,66.589,2763.138,111.457,33.539,172.471,420.939,148.262,1168.37,62.247,298.565,34.034499999999994,14.72,4911.0,CLECO POWER,0,1417.552,0.3602788500218253,0.3166631297009067,0.2555397690800003,0.0331198495263072,0.0121380112032044,417.5604,5.4193478578814185,0.2609990327329426,0.0148751376624305,4
I,USD,STD,INDL,C,AEZ,2007-12-31,140757,AMERICAN OIL & GAS INC,12.0,2007,1.569,88.091,20.691,3.214,0.567,19.965,1.291,-2.985,-2.743,1.969,4.308,15.884,46.434,5.8,1311.0,AMERICAN OIL & GAS,0,0.0,-1.515997968511935,0.0,8.067039106145252,-0.031138254759283,6.211885500933416,269.3172,-90.22351758793968,0.0223518861177645,0.2348821105447775,0
A,USD,STD,INDL,C,TKNO,2019-12-31,39051,ALPHA TEKNOVA INC,14.0,2019,0.768,58.51,9.676,9.962,2.986,9.836,1.639,3.079,-1.44,20.78,7.799,2.85,3.599,14.72,2836.0,ALPHA TEKNOVA,0,0.045,0.1481713185755534,0.000769099299265,0.1371511068334937,-0.0246111775764826,0.9873519373619756,417.5604,5.4193478578814185,0.355152965305076,0.165373440437532,2
I,USD,STD,INDL,C,VRGE.,2000-03-31,137394,VIRAGE INC,14.0,1999,0.773,18.872,10.107,5.098,1.792,8.101,0.444,-13.778,-13.875,5.561,16.156,2.021,3.698,14.72,7372.0,VIRAGE,0,0.241,-2.4776119402985075,0.0127702416278083,0.3634238446322603,-0.7352161933022467,1.5890545311887017,417.5604,5.4193478578814185,0.2946693514200932,0.535555320050869,2
A,USD,STD,INDL,C,PNR,2010-12-31,8463,PENTAIR PLC,11.0,2010,262.357,3973.533,46.056,1768.501,516.905,522.501,82.495,416.65,197.828,3030.773,596.485,59.523,98.409,36.51,3561.0,PENTAIR,0,707.472,0.1374731792846247,0.1780460864424682,0.019639544103105,0.0497864243231401,0.2954485182649034,3592.91259,8.623335149405976,0.7627401106269912,0.0115906927160287,0
A,USD,STD,INDL,C,POOL,2016-12-31,61420,POOL CORP,14.0,2016,230.728,994.095,21.956,786.598,166.151,399.337,21.35,277.822,148.955,2570.803,484.615,34.352,41.09,104.34,5090.0,POOL,0,438.042,0.1080681794754401,0.440644002836751,0.0133623618768143,0.1498398040428731,0.5076760937607265,4287.3306,15.431933396203323,2.586073765585784,0.022086420311942,0
A,USD,STD,INDL,C,JFU,2020-12-31,35458,9F INC -ADR,14.0,2020,61.737,819.64,494.717,176.997,67.769,47.842,3.685,-175.832,-343.726,206.706,299.838,0.0,203.511,1.04,7370.0,9F -ADR,0,4.489,-0.8506381043607829,0.0054767946903518,0.0,-0.4193621589966326,0.3234529025191676,211.65144,-1.2037139997270123,0.2521912058952711,0.6035784002732907,2
I,USD,STD,INDL,C,BKRSQ,2006-01-31,148224,BAKERS FOOTWEAR GROUP INC,19.0,2005,12.06,74.755,3.925,34.364,2.37,7.766,5.259,16.437,6.553,194.78,54.163,22.816,6.3,21.08,5661.0,BAKERS FOOTWEAR,0,0.635,0.0843875141184926,0.0084944150892916,0.1171372830886127,0.0876596883151628,0.2259923175416133,132.80399999999997,8.079576565066615,2.6055782221924955,0.0525048491739683,0
I,USD,STD,INDL,C,FFCO,2005-12-31,163633,FEDFIRST FINANCIAL CORP,14.0,2005,124.897,276.071,6.332,230.71,171.162,47.842,0.341,1.952,-0.102,15.645,6.561,0.308,6.613,8.89,4899.0,FEDFIRST FINANCIAL,0,102.404,0.1247682965803771,0.3709335641918201,0.0196868008948545,-0.000369470172528,0.3234529025191676,58.789570000000005,30.117607581967217,0.0566702044039395,0.0229361287494883,3
A,USD,STD,INDL,C,AAME,2015-12-31,16671,ATLANTIC AMERICAN CORP,14.0,2015,15.028,314.603,19.765,212.111,25.947,47.842,1.117,8.254,4.388,165.937,62.247,0.322,20.427,4.99,6321.0,ATLANTIC AMERICAN,0,33.738,0.0497417694667253,0.1072399182461705,0.0019404954892519,0.0139477373070186,0.3234529025191676,101.93073,12.349252483644294,0.5274488800170374,0.0628252114569791,3
A,USD,STD,INDL,C,NDAQ,2020-12-31,149337,NASDAQ INC,14.0,2020,175.0,17979.0,6724.0,11543.0,566.0,2736.0,202.0,1570.0,933.0,5627.0,62.247,188.0,164.934,132.74,6200.0,NASDAQ,0,5976.0,0.2790119068775546,0.3323877857500417,0.0334103429891594,0.051893876188887,0.2370267694706748,21893.33916,13.944802012738853,0.3129762500695255,0.3739918794148729,1
I,USD,STD,INDL,C,6027B,2011-01-31,31720,SSI INVESTMENTS II LTD,1.0,2010,5.189,1392.987,35.258,965.164,144.665,-56.285,78.177,36.033,-127.704,247.211,186.309,2.643,534.513,11.19,7372.0,SSI INVESTMENTS II,0,631.4599999999999,0.1457580771082192,0.4533136346570355,0.0106912718285189,-0.0916763760178666,-0.0583165140846529,5981.20047,108.82167864101316,0.1774682750090273,0.0253110761263385,0
I,USD,STD,INDL,C,FFBZ,2002-09-30,25739,FIRST FEDERAL BANCORP INC/OH,14.0,2002,157.688,226.451,6.922,205.157,195.526,47.842,0.592,5.665,1.867,17.227,4.174,9.268,3.263,7.88,4899.0,FIRST FEDERAL BANCORP /OH,0,45.719,0.3288442561095954,0.2018935663785984,0.031740821371150696,0.0082446092090562,0.3234529025191676,25.71244,4.538824360105913,0.0760738526215384,0.0305673191992969,5
A,USD,STD,INDL,C,BWFG,2017-12-31,160423,BANKWELL FINANCIAL GROUP INC,14.0,2017,1398.405,1796.607,70.731,1635.58,1520.879,47.842,1.513,35.203,13.83,75.83,22.449,1.874,7.751,34.34,6020.0,BANKWELL FINANCIAL,0,224.103,0.4642357905842015,0.1247367955262336,0.0247131742054595,0.0076978437688375,0.3234529025191676,266.16934000000003,7.560984575178252,0.0422073386110596,0.0393692109626646,2
I,USD,STD,INDL,C,TISA,2014-12-31,64036,TOP IMAGE SYSTEMS LTD,14.0,2014,1.593,47.306,4.518,13.469,12.034,8.974,0.986,-1.976,-5.479,35.855,24.256,0.171,17.824,3.42,7372.0,TOP IMAGE SYSTEMS,0,0.252,-0.0551108631989959,0.0053270198283515,0.0047692093152977,-0.1158204033315013,0.6662706956715421,60.95808,-30.84923076923077,0.7579376823235953,0.0955058554940176,0
A,USD,STD,INDL,C,XWIN,2011-12-31,184585,XMAX INC,14.0,2011,6.758,34.817,2.505,11.957,19.238,16.298,0.663,7.604,5.365,43.162,5.173,0.601,17.898,4.25,2510.0,XMAX,0,0.0,0.1761734859367036,0.0,0.0139242852509151,0.1540913921360255,1.363050932508154,76.0665,10.003485007890584,1.2396817646551972,0.0719476117988339,0
A,USD,STD,INDL,C,UMC,2008-12-31,209341,UNITED MICROELECTRONICS CORP,11.0,2008,79.108,6605.571,1544.585,755.195,273.552,1711.037,1135.446,1062.145,-681.321,2955.236,452.148,351.483,2597.554,1.96,3674.0,UNITED MICROELECTRONICS,0,254.265,0.3594112280711253,0.0384925088232342,0.118935678910246,-0.1031433921458114,2.2656889942332774,5091.20584,4.793324677892378,0.4473853963571052,0.2338306559720575,0
I,USD,STD,INDL,C,7262B,2000-06-30,65404,URIGEN PHARMACEUTICALS -REDH,1.0,2000,0.739,60.308,33.12,15.904,1.346,21.991,8.985,-25.096,-47.655,5.589,62.247,0.895,29.344,11.75,2836.0,URIGEN PHARMACEUTICALS -REDH,0,5.772,-4.490248702809089,0.0957086953637991,0.16013598139202,-0.7901936724812628,1.382733903420523,344.79200000000003,-13.738922537456167,0.0926742720700404,0.5491808715261657,1
A,USD,STD,INDL,C,CPTP,2001-12-31,2735,CAPITAL PROPERTIES INC,19.0,2001,0.669,17.721,1.167,4.412,1.287,47.842,0.412,-0.623,-0.556,4.454,1.084,1.511,3.3,8.04,6519.0,CAPITAL PROPERTIES,0,0.0,-0.1398742703188145,0.0,0.3392456219128872,-0.0313752045595621,0.3234529025191676,26.532,-42.58747993579453,0.2513402178206647,0.0658540714406636,2
A,USD,STD,INDL,C,TRMD,2007-12-31,101973,TORM PLC,14.0,2007,44.31,2966.562,117.984,1885.332,119.798,-654.596,98.681,303.662,791.677,833.56,68.743,290.555,69.244,35.24,4412.0,TORM,0,1653.4499999999998,0.3642953116752243,0.5573623608743049,0.3485711886366908,0.2668668310320162,-0.3472046302720157,2440.1585600000003,8.03577187794324,0.2809851943091025,0.0397712908073385,0
A,USD,STD,INDL,C,JBSS,2014-06-30,24755,SANFILIPPO JOHN B&SON,14.0,2014,47.321,394.611,1.884,167.784,55.8,137.143,16.278,61.633,26.287,778.622,77.51,9.928,11.048,26.47,2060.0,SANFILIPPO JOHN B&SON,0,79.55699999999999,0.0791565098340401,0.2016086728449029,0.0127507314203811,0.0666149701858285,0.8173782959042579,292.44056,4.744869793779307,1.973138103093933,0.0047743220538707,0
A,USD,STD,INDL,C,TRMK,2010-12-31,4685,TRUSTMARK CORP,14.0,2010,7044.567,9553.902,173.317,8404.418,5966.732,47.842,25.646,256.879,100.636,574.145,211.525,6.72,63.918,24.84,6020.0,TRUSTMARK,0,1237.143,0.4474113682083794,0.1294908614302302,0.0117043603967638,0.0105334972035509,0.3234529025191676,1587.72312,6.180821009113239,0.0600953411496161,0.0181409648120736,2
I,USD,STD,INDL,C,CRADY.1,2005-12-31,17535,RIO TINTO LTD,13.0,2005,1055.0,29803.0,2537.0,14064.0,2407.0,2695.0,1334.0,7818.0,5215.0,19275.0,62.247,2816.0,338.543,14.72,1000.0,RIO TINTO,0,3985.0,0.4056031128404669,0.1337113713384558,0.1460959792477302,0.1749823843237258,0.1916240045506257,417.5604,5.4193478578814185,0.6467469717813643,0.0851256584907559,3
A,USD,STD,INDL,C,SPOK,2006-12-31,24844,SPOK HOLDINGS INC,14.0,2006,3.634,588.214,66.507,112.242,26.364,40.706,70.139,141.798,40.181,497.694,171.779,20.99,27.34,22.37,4812.0,SPOK,0,0.0,0.2849100049427961,0.0,0.0421745088347458,0.0683101728282563,0.3626628178400242,611.5958,4.3131482813579884,0.8461104291975369,0.1130659929889461,0
I,USD,STD,INDL,C,FLIP,2005-12-31,117843,FTS GROUP INC,19.0,2005,0.468,1.974,0.803,1.981,0.012,-0.228,0.036,-1.531,-1.997,1.311,1.767,0.12,102.099,0.03,5990.0,FTS,0,1.513,-1.167810831426392,0.7664640324214792,0.091533180778032,-1.0116514690982776,-0.1150933871781928,3.06297,-2.000633572828217,0.6641337386018237,0.4067882472137791,0
A,USD,STD,INDL,C,SPH,2001-09-30,62501,SUBURBAN PROPANE PRTNRS  -LP,11.0,2001,38.685,723.006,36.494,664.057,42.702,-37.764,36.497,129.977,53.51,923.554,32.511,23.218,24.632,25.04,5900.0,SUBURBAN PROPANE PRTNRS -LP,0,473.177,0.140735679776169,0.6544579159785673,0.0251398402259099,0.074010450812303,-0.0568686121823879,616.7852800000001,4.7453417143033,1.2773808239489022,0.0504753764145802,0
I,USD,STD,INDL,C,INRD,2006-12-31,6021,INRAD OPTICS INC,19.0,2006,2.496,15.316,3.078,10.079,2.396,4.207,1.099,2.155,0.772,13.921,3.487,0.987,7.877,1.67,3679.0,INRAD OPTICS,0,6.595000000000001,0.1548020975504633,0.4305954557325672,0.0709000790173119,0.0504048054322277,0.4174025200912789,13.15459,6.104218097447796,0.9089187777487594,0.2009663097414468,0
A,USD,STD,INDL,C,HGTXU,2004-12-31,119594,HUGOTON ROYALTY TRUST,19.0,2004,0.0,189.499,6.947,6.947,182.552,47.842,0.0,81.562,81.597,81.92,0.358,9.268,40.0,26.2,6792.0,HUGOTON ROYALTY TRUST,0,0.0,0.7232583440183394,0.0,0.031740821371150696,0.4305933012839117,0.3234529025191676,1048.0,12.849120914151198,0.4322977957667323,0.0366598240623961,4
A,USD,STD,INDL,C,TEN,2011-12-31,147398,TSAKOS ENERGY NAVIGATION LTD,11.0,2011,23.707,2535.337,184.226,1616.179,35.018,7.921,101.05,98.244,-89.496,395.162,34.18,109.142,46.209,4.78,4412.0,TSAKOS ENERGY NAVIGATION,0,1515.663,0.2486170228918772,0.5978152016871919,0.2761955856079279,-0.0352994493434206,0.0049010660329084,220.87902000000005,2.2482698180041534,0.1558617256798603,0.0726633185253084,0
I,USD,STD,INDL,C,HSII,2020-12-31,120048,HEIDRICK & STRUGGLES INTL,14.0,2020,8.799,787.812,336.472,520.21,113.631,154.448,8.838,60.593,-37.707,629.37,112.54,7.322,19.36,29.38,7361.0,HEIDRICK & STRUGGLES,0,115.8,0.0962756407200851,0.1469893832538727,0.0116338560783005,-0.0478629419201535,0.2968954845158686,568.7968,9.387170135164126,0.7988834899696882,0.4270968200535153,0
I,USD,STD,INDL,C,DSGIF,2000-12-31,25262,DSG INTERNATIONAL LTD,19.0,2000,14.992,111.409,10.327,46.767,36.159,32.423,9.464,15.695,2.963,214.661,62.898,5.947,6.675,4.125,2670.0,DSG,0,22.233,0.0731152840991144,0.1995619743467762,0.0277041474697313,0.0265956969365132,0.6932880022237903,27.534375,1.7543405543166617,1.926783293988816,0.0926944860828119,0
A,USD,STD,INDL,C,SF,2005-12-31,11770,STIFEL FINANCIAL CORP,11.0,2005,266.658,842.001,78.134,686.908,370.462,47.842,5.436,47.733,19.644,270.01,62.247,4.797,10.292,37.59,6211.0,STIFEL FINANCIAL,0,357.414,0.1767823413947631,0.4244816811381459,0.0177660086663456,0.0233301385627808,0.3234529025191676,386.87628,8.105006599208096,0.3206765787689088,0.0927956142569901,3
I,USD,STD,INDL,C,3SPDV,2007-12-31,66115,SPACEDEV INC,13.0,2007,1.491,32.108,6.521,8.758,6.433,7.488,1.234,1.35,-0.273,34.698,8.684,1.557,42.307,0.87,3760.0,SPACEDEV,0,0.507,0.0389071416219955,0.0157904572069266,0.0448729033373681,-0.0085025538806527,0.8549897236812058,36.80709,27.264511111111112,1.0806652547651676,0.2030958016693659,0
I,USD,STD,INDL,C,WNRP,2017-12-31,120413,WEST SUBURBAN BANCORP INC,19.0,2017,2017.654,2269.254,50.068,2053.311,1111.492,47.842,4.659,39.896,15.391,84.545,39.71,7.223,0.415,625.0,6020.0,WEST SUBURBAN BANCORP,0,25.0,0.4718907090898338,0.0110168363700141,0.0854337926547992,0.0067824051428354,0.3234529025191676,259.375,6.501278323641468,0.0372567372361137,0.0220636385349546,2
A,USD,STD,INDL,C,CHCO,2006-12-31,16781,CITY HOLDING CO,14.0,2006,1985.217,2507.807,110.448,2202.5,1662.064,47.842,4.219,108.273,53.187,206.763,40.965,6.381,17.49,40.89,6020.0,CITY CO,0,184.639,0.5236575209297601,0.0736256817211212,0.030861421047286,0.021208569877985,0.3234529025191676,715.1660999999999,6.605211825662908,0.0824477322218177,0.0440416666832814,2
A,USD,STD,INDL,C,EMBJ,2019-12-31,213288,EMBRAER SA,11.0,2019,358.0,10572.5,1265.0,6957.9,615.3,2185.4,209.7,263.3,-322.3,2618.1,304.6,284.5,184.02,19.49,3721.0,EMBRAER,0,147.2,0.1005691150070662,0.0139229132182549,0.1086665902753905,-0.0304847481674154,0.3140890211126921,3586.5498,13.6215336118496,0.2476330101678883,0.1196500354693781,0
I,USD,STD,INDL,C,WATFZ,2000-12-31,13470,WATERFORD WEDGWOOD PLC,19.0,2000,83.647,894.583,62.149,615.384,140.914,282.203,41.589,139.6,63.651,1020.476,400.586,58.675,74.347,10.5,3260.0,WATERFORD WEDGWOOD,0,374.582,0.1367989056087551,0.4187224662216921,0.0574976775543961,0.0711515868287235,0.4585803335803335,780.6434999999999,5.592002148997135,1.1407281381381047,0.0694725922580688,0
I,USD,STD,INDL,C,JRJCY,2008-12-31,161925,CHINA FINANCE ONLINE CO LTD,19.0,2008,0.222,141.823,99.554,44.881,2.876,78.226,2.139,14.488,19.02,56.243,34.527,5.006,22.003,7.03,7370.0,CHINA FINANCE ONLINE,0,0.146,0.2575965008978895,0.0010294522045084,0.0890066319364187,0.134110828285962,1.7429647289498895,154.68109,10.676497101049144,0.3965717831381369,0.7019594847098143,0
I,USD,STD,INDL,C,CHRA,2018-12-31,33596,CHARAH SOLUTIONS,19.0,2018,24.821,458.901,6.9,365.511,61.636,74.061,42.308,90.192,-8.902,740.462,49.844,22.036,29.083,8.35,4950.0,CHARAH SOLUTIONS,0,254.089,0.1218050352347588,0.5536902294830476,0.0297597986122177,-0.0193985195063859,0.202623176867454,242.84305,2.692512085329076,1.6135549933427906,0.0150359227807304,0
I,USD,STD,INDL,C,GFXPZ,2002-12-31,15712,PLM EQUIPMENT GROWTH FD  -LP,19.0,2002,0.379,6.118,4.935,0.421,0.254,47.842,0.155,2.183,1.661,4.706,62.247,0.028,5.784,0.3,4700.0,PLM EQUIPMENT GROWTH FD -LP,0,0.0,0.4638759031024224,0.0,0.0059498512537186,0.2714939522719843,0.3234529025191676,1.7352,0.7948694457169033,0.7692056227525336,0.8066361556064072,3
I,USD,STD,INDL,C,BGFV,2018-12-31,145041,BIG 5 SPORTING GOODS CORP,14.0,2018,80.613,419.561,6.765,244.7,14.184,174.479,19.538,20.011,-3.531,987.581,300.376,15.46,21.424,2.59,5940.0,BIG 5 SPORTING GOODS,0,72.145,0.0202626417478667,0.1719535419164317,0.0156544121444215,-0.008415939517734,0.7130322844299143,55.48815999999999,2.772882914397081,2.353843660397416,0.0161239962722941,0
I,USD,STD,INDL,C,AQNT,2000-12-31,132361,AQUANTIVE INC,14.0,2000,42.449,198.305,134.145,55.304,41.167,124.28,6.225,-45.061,-42.929,194.532,26.913,12.733,58.139,1.8125,7310.0,AQUANTIVE,0,5.556,-0.231637982439907,0.0280174478707042,0.0654545267616638,-0.21647966516225,2.247215391291769,105.3769375,-2.338539701737645,0.9809737525528858,0.6764579813922997,0
I,USD,STD,INDL,C,IFON.1,2007-12-31,264713,INFOSONICS CORP -OLD,14.0,2007,26.711,91.684,20.751,54.659,43.748,33.409,0.4,-2.57,-1.615,244.687,15.779,1.389,14.647,1.43,5065.0,INFOSONICS -OLD,0,26.755,-0.0105032143105273,0.2918175472274333,0.0056766399522655,-0.0176148510099908,0.611225964616989,20.94521,-8.149887159533074,2.668808079926705,0.2263317481785262,0
A,USD,STD,INDL,C,MPU,2015-12-31,66301,MEGA MATRIX INC,12.0,2015,1.138,181.025,2.721,139.746,17.231,47.842,9.062,14.518,6.438,26.546,62.247,1.334,1.567,12.7,7359.0,MEGA MATRIX,0,107.586,0.5468997212386048,0.5943157022510702,0.0502523920741354,0.0355641485982599,0.3234529025191676,19.9009,1.3707742113238734,0.1466427289048474,0.0150310730562077,3
A,USD,STD,INDL,C,GPUS,2016-12-31,64163,HYPERSCALE DATA INC,12.0,2016,1.231,5.472,0.996,1.913,1.439,1.963,0.161,-1.058,-1.122,7.596,3.925,0.085,7.678,0.6549,3679.0,HYPERSCALE DATA,0,0.284,-0.1392838335966298,0.0519005847953216,0.0111901000526592,-0.2050438596491228,1.0261369576581283,5.0283222,-4.752667485822306,1.388157894736842,0.1820175438596491,0
I,USD,STD,INDL,C,MBRKQ,2005-12-31,155614,MIDDLEBROOK PHARMACEUTICALS,19.0,2005,1.686,57.797,29.849,24.455,0.878,22.091,4.044,-29.915,-32.989,16.848,62.247,1.365,29.765,1.38,2834.0,MIDDLEBROOK PHARMACEUTICALS,0,1.5670000000000002,-1.7755816714150048,0.0271121338477775,0.0810185185185185,-0.570773569562434,0.903332651809446,41.0757,-1.3730803944509442,0.2915030191878471,0.516445490250359,1
I,USD,STD,INDL,C,VTRO.1,2004-12-31,62388,VERTRO INC,14.0,2004,17.255,341.204,54.224,53.525,27.743,42.112,8.989,37.032,17.028,169.47,62.247,7.546,30.459,17.73,7370.0,VERTRO,0,6.513999999999999,0.2185165516020534,0.0190912181568797,0.0445270549359768,0.0499056283044747,0.7867725361980383,540.0380700000001,14.583011179520415,0.4966823366666276,0.1589195906261356,1
I,USD,STD,INDL,C,MMP,2020-12-31,142230,MAGELLAN MIDSTREAM PRTNRS LP,11.0,2020,100.022,8196.982,47.201,5893.176,158.431,-153.381,252.476,1139.25,816.965,2427.802,173.478,439.574,223.12,42.44,4610.0,MAGELLAN MIDSTREAM PRTNRS LP,0,5143.707,0.4692516111280903,0.627512296598919,0.1810584223919413,0.0996665602047192,-0.0260268826181332,9469.2128,8.311795303928022,0.2961824242141803,0.0057583388617908,0
A,USD,STD,INDL,C,AACG,2008-03-31,179300,ATA CREATIVITY GLOBAL -ADS,14.0,2007,0.0,62.27,47.375,10.49,9.056,48.029,0.385,3.726,2.876,24.542,11.653,0.816,21.815,8.86,8200.0,ATA CREATIVITY GLOBAL -ADS,0,0.0,0.1518213674517154,0.0,0.0332491239507782,0.0461859643488035,4.578551000953289,193.2809,51.873564143854,0.3941223703227878,0.7607997430544403,0
I,USD,STD,INDL,C,CRV,2002-12-31,3129,COAST DISTRIBUTION SYSTEMS,12.0,2002,10.909,57.156,1.996,36.867,12.192,39.862,0.814,3.455,-5.262,145.816,20.561,1.148,4.391,1.84,5013.0,COAST DISTRIBUTION SYSTEMS,0,23.202,0.0236942448016678,0.4059416334243124,0.0078729357546496,-0.0920638253201763,1.0812379634903846,8.07944,2.338477568740955,2.5511932255581216,0.0349219679473721,0
A,USD,STD,INDL,C,CE,2017-12-31,162254,CELANESE CORP,11.0,2017,807.0,9538.0,608.0,6239.0,1230.0,1233.0,304.0,1287.0,843.0,6140.0,525.0,267.0,135.769,107.08,2860.0,CELANESE,0,3641.0,0.2096091205211726,0.3817362130425665,0.0434853420195439,0.088383308869784,0.1976278249719506,14538.14452,11.296149588189587,0.6437408261690082,0.0637450199203187,0
I,USD,STD,INDL,C,MGCD,2001-12-31,14581,MGC DIAGNOSTICS CORP,14.0,2001,0.942,24.898,1.361,24.464,4.268,5.704,1.858,-2.09,-6.526,16.666,9.844,0.11,3.595,0.6,3845.0,MGC DIAGNOSTICS,0,20.198,-0.125405016200648,0.8112298176560366,0.0066002640105604,-0.2621094063780223,0.2331589274035317,2.157,-1.0320574162679426,0.6693710338179774,0.0546630251425817,0
A,USD,STD,INDL,C,VLRS,2020-12-31,296697,CONTROLADORA VUELA COMPANIA,11.0,2020,117.947,3401.122,503.935,3261.654,101.124,-327.38,296.623,97.915,-214.165,1105.271,264.044,168.416,114.696,12.42,4512.0,CONTROLADORA VUELA COMPANIA,0,2468.212,0.0885891333437682,0.7257052231587106,0.1523752998133489,-0.0629689261367278,-0.1003723877517357,1424.52432,14.54858111627432,0.3249724649689132,0.1481672812677698,0
I,USD,STD,INDL,C,HCR.1,2005-12-31,24607,MANOR CARE INC,11.0,2005,112.952,2339.234,12.293,1565.511,494.62,78.958,139.203,432.67,160.955,3417.29,164.189,135.007,78.7,39.77,8051.0,MANOR CARE,0,733.101,0.1266120229772714,0.313393615174882,0.039507036277284,0.0688067119407464,0.0504359279494043,3129.8990000000003,7.233917304181016,1.4608585545524733,0.0052551390754409,0
I,USD,STD,INDL,C,NATI,2014-12-31,31607,NATIONAL INSTRUMENTS CORP,14.0,2014,58.603,1455.491,471.193,337.995,202.329,700.163,70.0,216.676,126.333,1243.862,776.32,44.944,127.849,31.09,7372.0,NATIONAL INSTRUMENTS,0,0.0,0.174196172887346,0.0,0.036132625644967,0.086797513691256,2.071518809449844,3974.82541,18.3445578190478,0.8545995818593176,0.323734739685783,0
A,USD,STD,INDL,C,MTCPY,2013-12-31,243011,MTR CORP LTD,19.0,2013,1434.633,27834.122,2245.321,8140.548,477.18,47.842,434.878,1857.0,1679.8,4991.94,66.418,1722.489,579.854,37.853,4100.0,MTR,0,4553.063,0.3719996634574935,0.1635784667466787,0.3450540270916718,0.0603503857603268,0.3234529025191676,21949.213462000003,11.81971645772752,0.179346055894991,0.0806679298165036,2
I,USD,STD,INDL,C,KP,2015-09-30,29584,KLEOPATRA HOLDING 2 SCA-REDH,11.0,2015,155.179,1361.908,105.588,1823.645,99.394,64.981,105.916,206.58,-361.112,1480.313,186.054,36.271,1.756,14.72,4899.0,KLEOPATRA 2 SCA-REDH,0,1317.414,0.1395515678103212,0.9673296580973164,0.0245022505375552,-0.2651515374019391,0.0356324832958168,417.5604,5.4193478578814185,1.0869405275539905,0.077529466013857,3
A,USD,STD,INDL,C,KMTUY,2001-03-31,6494,KOMATSU LTD,19.0,2000,1662.905,11136.468,324.365,6981.516,3132.206,1612.96,516.714,737.468,54.865,8701.341,2094.079,476.555,238.502,18.386,3531.0,KOMATSU,0,3718.143,0.0847533730720356,0.3338709364584893,0.0547679949561797,0.0049266068918799,0.2310329160600649,4385.097772,5.946153286651082,0.7813375838730915,0.0291263801054337,0
A,USD,STD,INDL,C,IRDM,2018-12-31,183640,IRIDIUM COMMUNICATIONS INC,14.0,2018,12.869,4014.271,273.352,2412.694,71.21,127.665,218.207,259.86,-13.384,523.008,120.275,391.39,112.2,18.45,4899.0,IRIDIUM COMMUNICATIONS,0,1955.737,0.4968566446402349,0.4871960562702418,0.7483441935878609,-0.003334104747786,0.0529138796714378,2070.09,7.966174093742785,0.1302871679565231,0.0680950538715497,0
A,USD,STD,INDL,C,CWBHF,2020-12-31,34107,CHARLOTTES WEB HLDGS INC,19.0,2020,4.891,310.881,52.803,56.652,20.471,113.627,9.754,-36.769,-47.186,95.226,90.351,25.904,107.06,3.3004,2834.0,CHARLOTTES WEB HLDGS,0,23.355,-0.3861235376892865,0.0751252086811352,0.2720265473715161,-0.1517815498534809,2.0057014756760574,353.340824,-9.609747994234274,0.3063101315294277,0.1698495565827439,0
I,USD,STD,INDL,C,JMPW,2017-12-31,34735,JUMP WORLD HOLDING  L -REDH,14.0,2017,1.357,24.558,14.431,9.028,2.412,8.35,1.042,8.238,6.648,29.866,18.034,0.358,20.0,14.72,4899.0,JUMP WORLD L -REDH,0,0.0,0.2758320498225406,0.0,0.0119868747070247,0.2707060835572929,0.9249003101462115,417.5604,5.4193478578814185,1.216141379591172,0.587629285772457,3
A,USD,STD,INDL,C,TDG,2012-09-30,148349,TRANSDIGM GROUP INC,11.0,2012,74.178,5459.617,440.524,4240.783,235.783,816.616,68.227,786.868,324.969,1700.208,202.425,25.246,51.652,141.87,3728.0,TRANSDIGM,0,3619.125,0.4628069036259093,0.6628899060135537,0.014848771444435,0.0595223071508495,0.1925625527172694,7327.86924,9.312704595942394,0.3114152512896051,0.0806877112442136,0
A,USD,STD,INDL,C,XTKG,2017-12-31,34610,X3 HOLDINGS CO LTD,14.0,2017,12.124,21.785,2.959,16.573,13.071,1.036,0.314,4.173,3.985,21.629,4.229,1.836,6.905,14.72,7372.0,X3,0,0.231,0.1929354107910675,0.0106036263484048,0.0848860326413611,0.1829240302960752,0.0625113135823327,417.5604,5.4193478578814185,0.9928391094789992,0.1358274041771861,2
I,USD,STD,INDL,C,LODG,2002-12-31,24954,SHOLODGE INC,19.0,2002,10.624,167.279,1.635,105.478,74.048,-2.657,3.336,-3.804,-28.248,28.266,7.983,3.946,5.119,3.26,7011.0,SHOLODGE,0,91.93,-0.1345786457227764,0.5495609132048853,0.1396023491120073,-0.1688675805092091,-0.0251900870323669,16.687939999999998,-4.386945320715037,0.1689751851696865,0.0097740899933643,0
