costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,dlc,dltt,lt,rect,wcap,dp,ebitda,ni,oibdp,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,pb_company,deal_date,deal_size,deal_type2,match_score,pb_industry_code,pb_investors,pb_industry_sector,pb_industry_group,total_debt,ebitda_margin,net_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio
A,USD,STD,INDL,C,IIIN,2013-09-30,4498,INSTEEL INDUSTRIES,11.0,2013,30.561,212.649,15.44,0.0,0.0,51.593,41.11,83.791,9.833,28.384,11.735,28.384,363.896,20.682,5.03,18.185,16.1,3310.0,INSTEEL INDUSTRIES,1,Interplex Industries,01-Aug-2014,210.00,,84.21052631578947,Other Commercial Services,Interplex (Bou Wai Yeong),Business Products and Services (B2B),Commercial Services,0.0,0.0780003077802449,0.032248224767515994,0.0,0.01382263064172181,0.055184835103856585,1.6240769096582868,292.7785,10.31491333145434,1.7112518751557733,0.07260791256953947
A,USD,STD,INDL,C,GLP,2013-12-31,163935,GLOBAL PARTNERS LP,11.0,2013,781.119,2427.922,31.009,3.876,910.618,1964.742,687.796,401.739,77.134,162.543,42.615,162.543,19589.608,298.904,67.132,27.261,35.39,5171.0,GLOBAL PARTNERS LP,1,TK Global Partners,24-Jul-2014,210.00,,83.33333333333334,Other Financial Services,Paysafe (NYS: PSFE) (Joel Leonoff),Financial Services,Other Financial Services,914.494,0.008297409524478489,0.0021753880935238726,0.37665707547441807,0.003426919007261401,0.017552046564922597,0.2044741752352217,964.76679,5.935455787084033,8.06846677941054,0.012771827101529621
I,USD,STD,INDL,C,UCP,2016-12-31,17689,UCP INC,11.0,2016,18.435,434.106,43.968,120.784,40.21,207.22,5.628,,0.631,12.694,9.238,12.694,349.368,48.834,0.166,7.896,12.05,1531.0,UCP,1,UCP,04-Aug-2017,209.04,Corporate Divestiture,100.0,Real Estate Services (B2C),Century Communities (NYS: CCS) (Dale Francescon),Consumer Products and Services (B2C),Services (Non-Financial),160.994,0.036334180577499944,0.02644203247006022,0.37086333752585776,0.0004751436880309588,0.021280516740151023,,95.1468,7.495415156766976,0.8047988279360341,0.1012840181891059
A,USD,STD,INDL,C,LYV,2017-12-31,165746,LIVE NATION ENTERTAINMENT,11.0,2017,1034.303,7504.263,1831.95,347.593,1952.366,5841.392,725.304,-424.258,352.2,572.628,-97.646,572.628,10337.448,1932.695,238.435,208.076,42.57,7900.0,LIVE NATION ENTERTAINMENT,1,InMotion Entertainment Group,30-Nov-2018,208.00,,85.1063829787234,Specialty Retail,WH Smith (LON: SMWH) (Stephen Clarke),Consumer Products and Services (B2C),Retail,2299.959,0.05539355554678486,-0.009445851626049292,0.3064869927932963,0.023065170436649355,-0.013012070605734368,-0.07262960609388995,8857.79532,15.468673065236066,1.3775434043289794,0.24412124148633918
A,USD,STD,INDL,C,CVSI,2013-12-31,187711,CV SCIENCES INC,19.0,2013,0.025,14.232,2.244,0.0,5.502,5.925,1.43,7.633,0.767,-0.85,-2.3,-0.85,2.154,2.137,0.227,15.58,28.5,2834.0,CV SCIENCES,1,DVS Sciences,13-Feb-2014,207.50,,86.95652173913044,Discovery Tools (Healthcare),Standard BioTools (NAS: LAB) (Gajus Worthington),Healthcare,Pharmaceuticals and Biotechnology,5.502,-0.3946146703806871,-1.0677808727948004,0.3865935919055649,0.10538532961931292,-0.16160764474423833,1.288270042194093,444.03000000000003,-145.42366527830367,0.15134907251264756,0.15767284991568298
I,USD,STD,INDL,C,MXWL,2018-12-31,7124,MAXWELL TECHNOLOGIES INC,14.0,2018,4.675,163.731,58.028,0.438,37.969,73.14,19.966,86.08,8.071,-32.39,-36.548,-32.39,90.459,50.461,10.266,45.996,2.07,3612.0,MAXWELL TECHNOLOGIES,1,Maxwell Technologies,16-May-2019,207.00,,100.0,Electrical Equipment,Tesla (NAS: TSLA) (Elon Musk),Business Products and Services (B2B),Commercial Products,38.407000000000004,-0.3580627687681712,-0.40402834433279167,0.23457378260683687,0.1134878784863861,-0.2232197934416818,1.1769209734755264,95.21172,-2.9395405989502934,0.552485479231178,0.3544105880987718
I,USD,STD,INDL,C,REXI,2015-12-31,9083,RESOURCE AMERICA INC,14.0,2015,11.064,211.195,25.069,1.306,20.146,51.076,29.895,,1.961,20.784,6.188,20.784,99.855,,0.716,20.514,6.13,6282.0,RESOURCE AMERICA,1,Resource America,08-Sep-2016,207.00,Public to Private,100.0,Asset Management,C-III Capital Partners (Andrew Farkas),Financial Services,Capital Markets/Institutions,21.452,0.2081418056181463,0.06196985629162285,0.10157437439333318,0.007170397075759851,0.02929993607803215,,125.75081999999999,6.050366628175519,0.47280948886100527,0.11870072681644925
A,USD,STD,INDL,C,BN,2018-12-31,2369,BROOKFIELD CORP,11.0,2018,6873.0,256281.0,10313.0,11784.0,110310.0,159131.0,10985.0,,3090.0,12302.0,3584.0,12302.0,57937.0,1869.0,4841.0,955.143,38.35,6200.0,BROOKFIELD,1,Brookfield RPS,28-Jun-2019,206.00,,83.33333333333334,Human Capital Services,Relo Group (TKS: 8876) (Yasuji Shimizu),Business Products and Services (B2B),Commercial Services,122094.0,0.21233408702556225,0.06186029652898838,0.4764067566460253,0.08355627664532164,0.013984649661894562,,36629.73405,2.977543005202406,0.22606826101037533,0.04024098548078086
I,USD,STD,INDL,C,ALTH,2011-12-31,133424,ALLOS THERAPEUTICS INC,14.0,2011,1.503,122.077,98.01,0.0,0.0,42.773,15.259,94.865,1.302,-25.947,-30.527,-25.947,76.049,86.636,0.082,106.261,1.42,2836.0,ALLOS RAPEUTICS,1,Allos Therapeutics,05-Sep-2012,205.20,,100.0,Drug Discovery,Spectrum Pharmaceuticals,Healthcare,Pharmaceuticals and Biotechnology,0.0,-0.3411879183158227,-0.40141224736682923,0.0,0.0010782521795158384,-0.25006348452206395,2.2178710869006144,150.89061999999998,-5.815339730990095,0.6229592797988156,0.8028539364499456
I,USD,STD,INDL,C,RDEA,2010-12-31,133328,ARDEA BIOSCIENCES INC,14.0,2010,3.073,100.454,80.612,3.31,0.251,23.331,16.959,77.367,0.599,-40.544,-41.631,-40.544,27.419,,0.563,23.367,26.0,2836.0,ARDEA BIOSCIENCES,1,BD Biosciences,07-Feb-2011,205.00,,83.87096774193549,Discovery Tools (Healthcare),"Becton, Dickinson and Company (NYS: BDX)",Healthcare,Pharmaceuticals and Biotechnology,3.561,-1.4786826653050802,-1.5183267077573945,0.035449061261871105,0.02053320690032459,-0.41442849463436005,3.3160601774463165,607.542,-14.984757300710342,0.2729508033527784,0.8024767555298943
I,USD,STD,INDL,C,CERG,2005-12-31,16747,CERES GROUP INC,14.0,2005,105.744,771.003,41.393,1.5,5.813,567.63,150.218,,1.047,22.152,15.047,22.152,472.538,130.624,0.457,33.225,5.17,6321.0,CERES,1,Ceres Group,07-Aug-2006,205.00,Public to Private,100.0,Life and Health Insurance,MassMutual Ascend Life Insurance Company,Financial Services,Insurance,7.313,0.04687876953811122,0.03184294173167026,0.009485047399296759,0.0009671179883945841,0.01951613677248986,,171.77325000000002,7.754299837486458,0.6128873687910423,0.053687210036796225
A,USD,STD,INDL,C,NJDCY,2006-03-31,221821,NIDEC CORPORATION,19.0,2005,928.348,4817.996,808.615,410.896,273.551,2037.397,1257.658,1067.651,226.662,681.467,348.591,681.467,4570.171,599.473,367.626,578.477,20.45,3621.0,NIDEC ORATION,1,IEX Corporation,07-Jul-2006,205.00,Corporate Divestiture,83.33333333333334,Consulting Services (B2B),NICE (Ra'anana) (TAE: NICE),Business Products and Services (B2B),Commercial Services,684.447,0.1491119260088955,0.07627526409843308,0.14206051644708712,0.08044031612821488,0.07235186579648469,0.5240269814866715,11829.85465,17.359394732246756,0.9485626389063005,0.16783222734099407
I,USD,STD,INDL,C,ADEP,2014-06-30,61726,ADEPT TECHNOLOGY INC,14.0,2014,7.709,33.07,7.794,0.0,0.0,12.903,10.974,17.266,1.095,0.907,-0.339,0.907,57.54,26.564,0.24,13.051,10.49,3560.0,ADEPT TECHNOLOGY,1,Adept Technology,23-Oct-2015,203.51,,100.0,Machinery (B2B),Omron (TKS: 6645) (Yoshihito Yamada),Business Products and Services (B2B),Commercial Products,0.0,0.015762947514772332,-0.005891553701772681,0.0,0.004171011470281543,-0.010250982763834291,1.3381384174223048,136.90499,108.82167864101316,1.7399455700030237,0.23568188690656183
I,USD,STD,INDL,C,IPSU,2011-09-30,14503,IMPERIAL SUGAR CO,14.0,2011,36.828,490.421,0.34,81.843,0.0,328.967,55.622,-15.478,21.857,-29.687,-53.393,-29.687,847.976,37.19,24.803,12.224,6.44,2060.0,IMPERIAL SUGAR CO,1,Imperial Sugar,21-Jun-2012,203.00,Public to Private,90.32258064516128,Food Products,Louis Dreyfus et Cie,Consumer Products and Services (B2C),Consumer Non-Durables,81.843,-0.03500924554468523,-0.06296522543090842,0.16688314733667606,0.02924964857495967,-0.10887176527921928,-0.04705031203737761,78.72256,-2.6517519452959206,1.7290776700018964,0.0006932818945355114
I,USD,STD,INDL,C,PCAP.1,2008-12-31,164444,PATRIOT CAPITAL FUNDING INC,14.0,2008,5.778,354.263,28.604,0.0,162.6,174.146,1.39,,0.153,34.037,-17.485,34.037,42.3,,0.006,20.827,3.64,6799.0,PATRIOT CAPITAL FUNDING,1,Patriot Capital Funding,02-Dec-2009,201.10,,100.0,Specialized Finance,Prospect Capital Management,Financial Services,Other Financial Services,162.6,0.7232583440183394,-0.4133569739952719,0.4589810395101944,0.0001418439716312057,-0.04935598693625922,,75.81028,2.22729030173047,0.11940281655154504,0.080742273395754
I,USD,STD,INDL,C,DNBF,2018-12-31,30082,DNB FINANCIAL CORP,14.0,2018,984.566,1158.235,17.321,14.699,40.57,1046.389,928.296,,,20.494,10.684,20.494,51.412,20.347,0.219,4.322,28.49,6020.0,DNB FINANCIAL,1,DNB Financial,30-Nov-2019,201.00,,100.0,Regional Banks,S&T Bancorp (NAS: STBA) (Todd Brice),Financial Services,Commercial Banks,55.269,0.39862288959775927,0.20781140589745584,0.047718295509978546,0.004259705905236132,0.009224380199182376,,123.13378,6.0082843759149025,0.044388228640992546,0.014954650826473041
I,USD,STD,INDL,C,PREM.2,2006-12-31,63699,PREMIER CMNTY BANKSHARES INC,14.0,2006,728.274,900.711,52.064,10.597,84.425,828.998,747.444,,1.837,19.475,7.845,19.475,60.922,17.127,5.42,5.7,20.3381,6020.0,PREMIER CMNTY BANKSHARES,1,Premier Community Bankshares,14-Jul-2007,200.70,,92.3076923076923,International Banks,United Bankshares (NAS: UBSI) (Richard Adams),Financial Services,Commercial Banks,95.02199999999999,0.3196710547913726,0.12877121565280195,0.10549665764046402,0.08896621909983257,0.008709785935777403,,115.92717,5.952614634146341,0.06763767734600776,0.05780322434165898
I,USD,STD,INDL,C,GWSV,2015-12-31,25031,GLACIER WATER SERVICES,19.0,2015,1.663,112.624,5.34,1.984,148.253,164.972,2.995,2.002,16.878,24.113,-6.244,24.113,138.328,18.884,,3.317,12.58,,GLACIER WATER SERVICES,1,Glacier Water Services,12-Dec-2016,200.20,,100.0,Specialty Retail,Primo Water (Acquired) (Billy Prim),Consumer Products and Services (B2C),Retail,150.237,0.17431756405066218,-0.04513908969984385,1.3339696689870721,,-0.055441113794573095,0.01213539267269597,41.72786,1.7305130012856136,1.2282284415399916,0.04741440545532036
I,USD,STD,INDL,C,NSDA,2004-09-30,145161,NASSDA CORP,14.0,2004,2.168,109.007,101.44,0.0,0.0,88.655,1.302,19.487,0.471,2.651,-64.898,2.651,41.467,37.582,0.256,27.026,3.55,7372.0,NASSDA,1,Nassda,11-May-2005,200.20,,100.0,Application Specific Semiconductors,Synopsys (NAS: SNPS) (Jan Collinson),Information Technology,Semiconductors,0.0,0.06393035425760243,-1.565051727880001,0.0,0.006173583813634939,-0.5953562615244892,0.2198071174778636,95.94229999999999,36.19098453413806,0.3804067628684396,0.9305824396598383
A,USD,STD,INDL,C,AFIB,2019-12-31,36757,ACUTUS MEDICAL INC,19.0,2019,3.882,105.455,71.953,0.833,40.298,77.908,0.263,50.546,2.53,-53.753,-97.039,-53.753,2.836,49.876,3.395,0.696,,3841.0,ACUTUS MEDICAL,1,Ascyrus Medical,02-Sep-2020,200.00,,82.75862068965517,Therapeutic Devices,Artivion (NYS: AORT) (James Mackin),Healthcare,Healthcare Devices and Supplies,41.131,-18.95380818053597,-34.21685472496474,0.3900336636480015,1.1971086036671368,-0.9201934474420369,0.6487908815526005,,5.4193478578814185,0.02689298753022616,0.6823099900431464
A,USD,STD,INDL,C,ECPG,2017-12-31,121815,ENCORE CAPITAL GROUP INC,14.0,2017,284.774,4490.712,240.338,35.249,3411.627,3766.801,2935.219,,39.977,384.742,83.228,384.742,1190.673,385.251,28.126,25.801,42.1,6153.0,ENCORE CAPITAL,1,Cole Capital,01-Feb-2018,200.00,Corporate Divestiture,84.61538461538461,Real Estate Investment Trusts (REITs),CIM Group (Richard Ressler),Financial Services,Other Financial Services,3446.8759999999997,0.32312986017151646,0.06989996413792872,0.767556681434926,0.02362193482173527,0.018533363974354174,,1086.2221,2.823248046743012,0.26514125154318513,0.053518907469461405
I,USD,STD,INDL,C,NTPA,2006-09-30,63053,NETOPIA INC,14.0,2006,13.033,61.852,27.761,0.0,0.0,21.361,20.072,34.41,3.14,-2.126,-3.591,-2.126,113.264,46.519,1.468,26.274,5.61,3576.0,NETOPIA,1,Netopia,07-Feb-2007,200.00,,100.0,"Computers, Parts and Peripherals",Motorola Solutions (NYS: MSI),Information Technology,Computer Hardware,0.0,-0.018770306540471817,-0.03170468992795593,0.0,0.012960870179403871,-0.05805794477138978,1.6108796404662702,147.39714,-69.33073377234244,1.8312099851257841,0.44882946388152367
A,USD,STD,INDL,C,PPG,2009-12-31,8247,PPG INDUSTRIES INC,11.0,2009,1384.0,14240.0,1057.0,272.0,3074.0,10318.0,2628.0,2404.0,480.0,1421.0,336.0,1421.0,12284.0,3324.0,239.0,165.668,58.54,2851.0,PPG INDUSTRIES,1,PWP Industries,01-Apr-2010,200.00,Corporate Divestiture,92.85714285714286,Plastic Containers and Packaging,Pactiv (Distributors/Wholesale) (Richard Wambold),Materials and Resources,Containers and Packaging,3346.0,0.11567893194399219,0.027352653858677956,0.23497191011235954,0.01945620319114295,0.02359550561797753,0.2329908897073076,9698.20472,6.824915355383532,0.8626404494382023,0.07422752808988764
A,USD,STD,INDL,C,PMSO,2006-12-31,142318,PRIMAL SOLUTIONS INC,19.0,2006,0.301,2.007,0.485,0.741,1.247,4.62,0.268,-2.378,0.126,-2.444,-3.162,-2.444,5.648,5.685,0.013,38.374,0.14,7372.0,PRIMAL SOLUTIONS,1,Renal Solutions,29-Nov-2007,200.00,,83.87096774193549,Diagnostic Equipment,Fresenius (ETR: FRE) (Ben Lipps),Healthcare,Healthcare Devices and Supplies,1.988,-0.43271954674220964,-0.559844192634561,0.9905331340308918,0.002301699716713881,-1.5754857997010463,-0.5147186147186147,5.3723600000000005,-2.198183306055647,2.814150473343298,0.24165421026407571
A,USD,STD,INDL,C,ALNT,2006-12-31,5520,ALLIENT INC,14.0,2006,4.826,53.624,0.669,9.066,0.763,24.102,10.225,3.801,3.283,7.0,1.931,7.0,82.768,14.832,1.422,6.533,6.87,3621.0,ALLIENT,1,Vallent,14-Feb-2007,200.00,,85.71428571428572,Business/Productivity Software,International Business Machines (NYS: IBM),Information Technology,Software,9.829,0.08457374830852503,0.023330272569108836,0.18329479337610025,0.017180552870674656,0.03600999552439206,0.15770475479213344,44.881710000000005,6.411672857142858,1.5434879904520364,0.012475757123675966
I,USD,STD,INDL,C,SILI,2004-12-31,9719,SILICONIX INC,14.0,2004,62.411,683.702,305.739,0.0,0.0,204.097,58.742,342.945,44.425,110.74,54.78,110.74,466.131,73.661,58.149,29.879,36.49,3674.0,SILICONIX,1,Siliconix,12-May-2005,199.22,,100.0,General Purpose Semiconductors,Vishay Intertechnology (NYS: VSH),Information Technology,Semiconductors,0.0,0.237572699520092,0.1175206111586657,0.0,0.12474819310451354,0.08012262652442147,1.6803039731108247,1090.2847100000001,9.84544618024201,0.6817751008480303,0.4471816668665588
I,USD,STD,INDL,C,DRS.1,2007-03-31,3918,DRS TECHNOLOGIES INC,11.0,2006,297.427,4214.71,95.833,5.161,1783.046,2712.26,535.242,355.13,76.663,384.246,127.06,384.246,2821.113,,55.907,40.674,52.17,3812.0,DRS TECHNOLOGIES,1,SRS Technologies,07-May-2007,199.10,,93.75,Aerospace and Defense,ManTech International (George Pedersen),Business Products and Services (B2B),Commercial Products,1788.207,0.13620368982029432,0.045038961572967835,0.42427758967995427,0.019817355774121775,0.030146795390430185,0.13093508734413367,2121.96258,5.522406427132618,0.6693492553461566,0.022737744708414102
I,USD,STD,INDL,C,3ITIG,2009-12-31,63661,INTELLIGROUP INC,13.0,2009,1.418,67.403,23.224,0.481,0.214,21.099,30.11,36.092,2.492,14.417,10.8,14.417,126.518,27.984,1.3,41.137,3.5,7373.0,INTELLIGROUP,1,Intelligroup,21-Jul-2010,199.00,,100.0,IT Consulting and Outsourcing,NTT Data Group (Toru Yamashita),Information Technology,IT Services,0.695,0.11395216490934096,0.08536334750786449,0.0103111137486462,0.010275217755576282,0.16023025681349495,1.710602398217925,143.9795,9.986786432683637,1.8770381140305326,0.3445543966885747
I,USD,STD,INDL,C,IVII.,2005-12-31,146735,INTERVIDEO INC,14.0,2005,2.219,134.245,75.157,0.0,0.0,27.681,12.939,88.401,2.48,18.117,3.583,18.117,109.229,54.123,1.478,13.85,10.55,7372.0,INTERVIDEO,1,Intervideo,12-Dec-2006,198.62,,100.0,Multimedia and Design Software,Cascade Parent (David Dobson),Information Technology,Software,0.0,0.16586254566095085,0.03280264398648711,0.0,0.01353120508289923,0.026690007076613655,3.193562371301615,146.1175,8.065214991444499,0.8136541398189876,0.559849528846512
A,USD,STD,INDL,C,MED,2006-12-31,29517,MEDIFAST INC,11.0,2006,2.214,36.677,2.625,1.804,3.509,8.761,0.622,9.612,2.271,9.652,5.156,9.652,74.086,48.468,5.557,13.383,12.57,2090.0,MEDIFAST,1,MediaVast,25-Apr-2007,197.30,,82.35294117647058,Multimedia and Design Software,Getty Images Holdings (NYS: GETY),Information Technology,Software,5.313,0.13028102475501444,0.06959479523796669,0.14485917605038579,0.07500742380476744,0.14057856422280993,1.0971350302476888,168.22431,17.428958765022795,2.0199580118330287,0.07157073915532895
A,USD,STD,INDL,C,MRTN,2005-12-31,12625,MARTEN TRANSPORT LTD,14.0,2005,7.646,349.733,1.574,6.446,43.3,155.385,54.358,27.294,38.229,77.153,25.061,77.153,460.202,,121.44,21.573,18.22,4213.0,MARTEN TRANSPORT,1,Market Transport,07-Mar-2006,197.10,,87.5,BPO/Outsource Services,UTi Worldwide,Business Products and Services (B2B),Commercial Services,49.745999999999995,0.16765029269755458,0.05445652126674808,0.14223993732361542,0.26388412045145393,0.07165752159504536,0.17565402065836472,393.06005999999996,5.094553160602957,1.3158666754352606,0.004500576153808763
A,USD,STD,INDL,C,LPLA,2015-12-31,178519,LPL FINANCIAL HOLDINGS INC,14.0,2015,1004.419,4521.061,1428.706,17.945,2230.503,3805.451,835.453,,111.622,465.28,168.784,465.28,4275.054,,72.565,89.524,42.65,6211.0,LPL FINANCIAL,1,Pillar Financial,15-Dec-2016,197.00,,82.75862068965517,Specialized Finance,SunTrust Bank,Financial Services,Other Financial Services,2248.4480000000003,0.1088360521294,0.03948113871777994,0.49732750785711594,0.016974054596737256,0.03733282961676474,,3818.1985999999997,8.206238394085283,0.9455864453056485,0.3160112194902922
I,USD,STD,INDL,C,SURG.2,2014-07-31,165179,SYNERGETICS USA INC,14.0,2014,2.53,84.715,15.443,0.0,0.0,20.291,14.641,41.434,2.049,7.312,3.063,7.312,64.769,29.604,0.922,25.365,3.12,3841.0,SYNERGETICS USA,1,Synergetics USA,15-Oct-2015,196.80,,100.0,Surgical Devices,Bausch Health Companies (TSE: BHC) (Michael Pearson),Healthcare,Healthcare Devices and Supplies,0.0,0.11289351387237721,0.04729114236749062,0.0,0.01423520511355741,0.03615652481850912,2.041989059188803,79.1388,10.823140043763676,0.7645517322788172,0.18229357256684176
I,USD,STD,INDL,C,TKCI.,2004-12-31,121938,KEITH COMPANIES INC,14.0,2004,1.685,97.969,42.144,0.0,0.0,16.048,16.452,55.472,1.978,15.356,8.007,15.356,96.754,23.013,3.017,7.921,17.39,8711.0,KEITH COMPANIES,1,The Keith Companies,15-Sep-2005,196.67,,88.23529411764706,Construction and Engineering,Stantec (TSE: STN),Business Products and Services (B2B),Commercial Services,0.0,0.15871178452570436,0.08275626847468838,0.0,0.03118217334683837,0.08172993497943228,3.4566301096709875,137.74619,8.970186897629592,0.9875981177719484,0.430176892690545
I,USD,STD,INDL,C,CBNJ,2015-12-31,179361,CAPE BANCORP INC,14.0,2015,1313.381,1601.985,28.659,38.986,71.993,1433.604,1165.044,,3.704,25.271,12.155,25.271,57.072,23.103,1.09,12.817,12.43,,CAPE BANCORP,1,Cape Bancorp,02-May-2016,196.40,,100.0,National Banks,OceanFirst Financial (NAS: OCFC) (Christopher Maher),Financial Services,Commercial Banks,110.97899999999998,0.442791561536305,0.21297659097280625,0.06927592954990215,0.019098682366134007,0.007587461805197927,,159.31531,6.304274069091053,0.03562580173971667,0.01788968061498703
I,USD,STD,INDL,C,HOME.1,2012-12-31,162457,HOME FEDERAL BANCORP INC,14.0,2012,850.888,1048.62,115.529,4.775,0.0,868.835,409.846,,3.586,28.256,1.802,28.256,60.603,30.23,0.803,14.453,12.43,6035.0,HOME FEDERAL BANCORP,1,Home Federal Bancorp,24-Sep-2013,196.10,,100.0,Holding Companies,Banner Bank (NAS: BANR),Financial Services,Other Financial Services,4.775,0.4662475455010478,0.029734501592330414,0.0045536037840209044,0.013250169133541245,0.001718449009173962,,179.65079,6.357969634767837,0.057793099502202905,0.1101724170814976
I,USD,STD,INDL,C,PULB,2015-09-30,30188,PULASKI FINANCIAL CORP,14.0,2015,1137.805,1521.694,79.784,208.979,30.464,1400.196,1188.369,,2.263,24.902,14.127,24.902,65.961,33.406,2.502,11.823,13.55,6035.0,PULASKI FINANCIAL,1,Pulaski Financial,30-Apr-2016,195.45,,100.0,Regional Banks,First Busey (NAS: BUSE) (Van Dukeman),Financial Services,Commercial Banks,239.443,0.37752611391579877,0.21417201073361533,0.15735292378099672,0.03793150498021558,0.009283732471837308,,160.20165,6.433284475142559,0.04334708555070862,0.05243104066914899
I,USD,STD,INDL,C,ATNY,2011-11-30,164099,API TECHNOLOGIES CORP,14.0,2011,33.46,506.447,16.39,1.917,165.267,224.983,52.983,98.081,10.646,13.275,-17.329,13.275,197.57,42.141,,54.568,3.28,3674.0,API TECHNOLOGIES,1,Aperio Technologies,24-Oct-2012,195.00,,91.42857142857143,Diagnostic Equipment,Leica Biosystems St. Louise,Healthcare,Healthcare Devices and Supplies,167.184,0.06719137520878676,-0.08771068482056993,0.330111541780285,,-0.034216808471567606,0.43594849388620477,178.98304,13.482714877589453,0.3901099226572573,0.032362715150845
I,USD,STD,INDL,C,ALYE,2013-12-31,17962,ALY ENERGY SERVICES INC,19.0,2013,1.131,41.012,1.44,2.881,8.532,20.765,4.209,0.718,2.389,4.618,0.414,4.618,18.418,9.994,8.924,90.038,0.23,7359.0,ALY ENERGY SERVICES,1,E2 Energy Services,22-Oct-2014,194.00,Corporate Divestiture,86.48648648648648,Energy Exploration,EnLink Midstream Partners (Barry Davis),Energy,"Exploration, Production and Refining",11.413,0.2507329786078836,0.022478010641763493,0.2782844045645177,0.4845260071669019,0.010094606456646834,0.03457741391764989,20.70874,4.484352533564313,0.4490880717838681,0.035111674631815075
A,USD,STD,INDL,C,USEG,2010-12-31,10938,US ENERGY CORP,14.0,2010,14.915,156.016,25.217,0.2,0.4,25.328,4.15,11.061,12.13,7.898,-0.772,7.898,27.176,8.973,46.68,27.069,6.08,1311.0,US ENERGY,1,Energy Plus Holdings,30-Sep-2011,194.00,,90.0,Electric Utilities,NRG Energy (NYS: NRG) (David Crane),Energy,Utilities,0.6000000000000001,0.2906240800706506,-0.028407418310273772,0.0038457594092913554,1.7176920812481602,-0.004948210439954877,0.43671036007580544,164.57952,20.838126107875414,0.17418726284483643,0.16163085837350016
I,USD,STD,INDL,C,MSL,2018-12-31,28152,MIDSOUTH BANCORP INC,11.0,2018,1452.071,1743.398,205.371,38.72,22.167,1521.408,882.355,,7.569,25.974,-27.516,25.974,95.015,44.793,1.524,16.641,10.6,6020.0,MIDSOUTH BANCORP,1,MidSouth Bank,21-Sep-2019,193.80,Corporate Divestiture,82.75862068965517,National Banks,Hancock Whitney (NAS: HWC) (John Hairston),Financial Services,Commercial Banks,60.887,0.2733673630479398,-0.2895963795190233,0.0349243259427853,0.01603957269904752,-0.015782970956717858,,176.39459999999997,6.79119889119889,0.0544998904438344,0.11779926327780577
I,USD,STD,INDL,C,JTPY,2017-12-31,186158,JETPAY CORP,14.0,2017,3.381,192.933,8.729,3.364,12.7,131.167,5.269,0.957,4.524,4.063,-3.105,4.063,76.035,19.622,2.207,15.674,2.54,6099.0,JETPAY,1,JetPay,06-Dec-2018,193.00,,100.0,Other Financial Services,NCR Voyix (NYS: VYX) (Michael Hayford),Financial Services,Other Financial Services,16.064,0.053435917669494314,-0.040836456894851055,0.08326206506922093,0.02902610639836917,-0.016093669823202875,0.007296042449701525,39.81196,9.79866108786611,0.39410054267543654,0.04524368563179964
I,USD,STD,INDL,C,LAB.1,2010-12-31,123097,LABRANCHE & CO INC,11.0,2010,259.25,1292.763,87.683,817.782,0.0,1084.899,170.49,,1.925,-19.889,-62.357,-19.889,44.79,,0.249,40.932,3.6,6211.0,LABRANCHE &,1,Labranche & Co,28-Jun-2011,192.83,,88.0,Brokerage,TD Cowen (Peter Cohen),Financial Services,Capital Markets/Institutions,817.782,-0.4440500111632061,-1.3922080821611966,0.6325846268805652,0.005559276624246484,-0.048235446094914536,,147.35520000000002,-7.408879280004024,0.034646721788912586,0.06782604390750664
I,USD,STD,INDL,C,SYNP,2007-12-31,140679,SYNPLICITY INC,14.0,2007,2.067,101.35,45.691,0.0,0.0,31.358,15.513,39.13,4.263,7.105,13.092,7.105,71.166,61.077,2.283,26.349,5.8,7372.0,SYNPLICITY,1,Synplicity,15-May-2008,192.25,Public to Private,100.0,Multimedia and Design Software,,Information Technology,Software,0.0,0.09983700081499594,0.18396425259253016,0.0,0.03207992580726752,0.12917612234829798,1.2478474392499521,152.8242,21.50938775510204,0.7021805624074988,0.45082387765170207
I,USD,STD,INDL,C,OAKF,2006-12-31,61688,OAK HILL FINANCIAL INC,14.0,2006,942.96,1275.635,23.247,114.642,122.283,1184.87,1021.271,,3.553,24.107,9.582,24.107,92.874,21.665,6.742,5.309,28.02,6020.0,OAK HILL FINANCIAL,1,Oak Hill Financial,30-Nov-2007,191.70,,100.0,Holding Companies,WesBanco (NAS: WSBC) (James Gardill),Financial Services,Other Financial Services,236.925,0.25956672480995757,0.10317203953743784,0.18573102807621303,0.07259297542907596,0.007511553069647666,,148.75818,6.1707462562741116,0.07280609265189493,0.018223864977050645
I,USD,STD,INDL,C,MIGP,2010-12-31,118125,MERCER INSURANCE GROUP INC,14.0,2010,11.685,603.595,33.093,3.0,15.609,426.045,112.338,,3.148,25.697,14.736,25.697,153.558,,1.898,7.0,27.99,6331.0,MERCER INSURANCE,1,Mercer Insurance Group,28-Mar-2011,191.47,,100.0,Property and Casualty Insurance,United Fire Group (NAS: UFCS) (Randy Ramlo),Financial Services,Insurance,18.609,0.16734393519061203,0.09596374008517955,0.030830275267356426,0.01236015056200263,0.024413721120950305,,195.92999999999998,7.624625442658676,0.25440568593179197,0.05482649790008201
