costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,exchg,fyear,ap,at,che,dlc,dltt,lt,rect,wcap,dp,ebitda,ni,oibdp,sale,xsga,capx,csho,prcc_f,sich,company_clean,ma_target,pb_company,deal_date,deal_size,deal_type2,match_score,pb_industry_code,pb_investors,pb_industry_sector,pb_industry_group,total_debt,ebitda_margin,net_margin,leverage,capex_intensity,roa,current_ratio,market_cap,ev_ebitda,asset_turnover,cash_ratio
A,USD,STD,INDL,C,MARPS,2010-06-30,7034,MARINE PETROLEUM TRUST,14.0,2010,0.0,1.158,1.144,0.0,0.0,0.0,0.014,1.158,0.0,1.806,2.641,1.806,2.109,0.303,,2.0,15.505,6792.0,MARINE PETROLEUM TRUST,0,,,,,,6792,,,,0.0,0.7232583440183394,0.7017265120220315,0.0,,2.2806563039723664,,31.01,17.170542635658915,1.8212435233160622,0.9879101899827288
I,USD,STD,INDL,C,ADYN.,2001-12-31,28265,AVIDYN INC,13.0,2001,0.071,7.747,4.132,0.0,0.0,0.746,1.33,5.492,0.195,-3.674,2.453,-3.674,5.931,,0.931,3.62,3.5,7370.0,AVIDYN,0,,,,,,7370,,,,0.0,-0.6194570898668015,0.413589613893104,0.0,0.1569718428595515,0.3166386988511682,7.361930294906166,12.67,-3.448557430593359,0.765586678714341,0.5333677552601006
A,USD,STD,INDL,C,AMSF,2019-12-31,164572,AMERISAFE INC,14.0,2019,39.605,1492.906,177.522,0.179,0.305,1062.691,263.596,,0.942,116.459,92.69,116.459,370.37,,1.018,19.303,66.03,6331.0,AMERISAFE,0,,,,,,6331,,,,0.484,0.31443961443961443,0.25026325026325025,0.0003241999161367159,0.0027486027486027485,0.062086963278330985,,1274.57709,10.94442756678316,0.24808661764370965,0.11891036676120265
A,USD,STD,INDL,C,OPRX,2014-12-31,23464,OPTIMIZERX CORP,14.0,2014,0.77,7.029,3.447,0.0,0.0,2.419,2.1,3.156,0.264,-0.362,-1.025,-0.362,6.503,3.643,0.007,22.867,1.175,7370.0,OPTIMIZERX,0,,,,,,7370,,,,0.0,-0.0556666154082731,-0.15761956020298323,0.0,0.001076426264800861,-0.14582444159908947,1.3046713517982638,26.868725,-74.22299723756906,0.9251671646037843,0.49039692701664533
I,USD,STD,INDL,C,RDDYQ,2008-12-31,160163,REDDY ICE HOLDINGS INC,19.0,2008,19.106,454.559,39.684,0.0,390.5,453.687,27.879,46.893,27.511,66.843,-120.431,66.843,329.298,47.55,18.004,22.114,1.44,2090.0,REDDY ICE,0,,,,,,2090,,,,390.5,0.20298635278683747,-0.365720411299188,0.8590743995828923,0.054673882015681845,-0.26494030477891756,0.1033598053283431,31.84416,0.4764023158745119,0.7244340118664463,0.08730219839448783
I,USD,STD,INDL,C,WEIN,2015-12-31,170472,WEST END INDIANA BANCSHARES,19.0,2015,215.278,271.023,6.837,8.0,19.0,243.619,218.009,,0.242,5.938,1.841,5.938,14.462,5.274,0.366,1.106,23.15,6036.0,WEST END INDIANA BANCSHARES,0,,,,,,6036,,,,27.0,0.4105932789379062,0.12729912875121008,0.09962254126033583,0.02530770294565067,0.00679278142445475,,25.6039,4.3118726844055235,0.05336078487803617,0.02522664128136726
A,USD,STD,INDL,C,ADC,2011-12-31,30067,AGREE REALTY CORP,11.0,2011,3.804,293.944,2.003,4.331,114.968,131.72,0.802,,,,9.551,,36.32,5.233,0.0,9.852,24.38,6798.0,AGREE REALTY,0,,,,,,6798,,,,119.299,0.11585862945379563,0.2629680616740088,0.4058562175108184,0.0,0.03249258362137006,,240.19176,5.4193478578814185,0.12356095038510737,0.006814223117328471
A,USD,STD,INDL,C,IMKTA,2007-09-30,12972,INGLES MARKETS INC  -CL A,14.0,2007,143.935,1155.272,16.84,31.307,511.95,807.128,44.64,55.125,59.6,186.231,58.638,186.231,2863.897,564.023,127.848,24.512,28.66,5411.0,INGLES MARKETS -CL A,0,,,,,,5411,,,,543.257,0.06502712911812121,0.02047489836401239,0.4702416400639849,0.04464127026914725,0.050756878033917555,0.06829771733851384,702.51392,3.7722716411338606,2.4789807075736277,0.014576653809665604
A,USD,STD,INDL,C,WDAY,2014-01-31,15044,WORKDAY INC,14.0,2013,6.212,2176.265,1886.579,9.377,472.001,989.048,92.184,1601.768,29.3,-123.982,-172.509,-123.982,468.938,445.41,60.725,183.4,89.54,7370.0,WORKDAY,0,,,,,,7370,,,,481.378,-0.26438889576020713,-0.3678716589399878,0.22119456959515502,0.1294947306466953,-0.07926837954017549,1.6195048167530797,16421.636000000002,-132.45177525769873,0.21547835396884113,0.8668884533822857
I,USD,STD,INDL,C,BLMT,2015-12-31,189860,BSB BANCORP INC,14.0,2015,1269.519,1812.916,51.392,211.695,167.02,1666.713,1534.957,,0.726,19.843,6.914,19.843,51.571,19.217,0.323,9.087,23.39,6035.0,BSB BANCORP,0,,,,,,6035,,,,378.71500000000003,0.3847705105582595,0.13406759612960772,0.20889826114392507,0.006263209943572939,0.0038137453693386785,,212.54493,10.711330443985284,0.028446436569592854,0.028347700610508158
A,USD,STD,INDL,C,NWL,2011-12-31,7875,NEWELL BRANDS INC,14.0,2011,468.5,6160.9,170.2,367.5,1809.3,4308.3,1002.0,487.1,161.6,895.2,125.2,895.2,5864.6,1471.6,222.9,288.3,16.15,3842.0,NEWELL BRANDS,0,,,,,,3842,,,,2176.8,0.15264468164921732,0.021348429560413325,0.35332500121735466,0.038007707260512225,0.020321706244217568,0.11306083606062717,4656.045,5.201122654155496,0.9519063773150028,0.027625833887905987
A,USD,STD,INDL,C,UGI,2012-09-30,10801,UGI CORP,11.0,2012,411.3,9709.7,322.9,331.8,3347.6,6390.9,649.5,17.5,316.0,852.0,199.4,852.0,6519.2,,339.4,112.62,31.75,4932.0,UGI,0,,,,,,4932,,,,3679.4,0.1306908823168487,0.030586575039882196,0.37894064698188407,0.05206160265063198,0.020536164866061773,0.0027382684754885854,3575.685,4.19681338028169,0.6714110631636404,0.033255404389425
A,USD,STD,INDL,C,INUV,2019-12-31,23226,INUVO INC,12.0,2019,7.521,30.691,0.373,4.361,0.395,18.149,7.536,-7.531,3.422,-3.2,-4.488,-3.2,61.525,45.446,1.194,51.846,0.2957,7370.0,INUVO,0,,,,,,7370,,,,4.756,-0.052011377488825686,-0.07294595692807802,0.15496399595972762,0.019406745225518083,-0.1462317943371021,-0.4149539919554796,15.3308622,-4.7908944374999995,2.004659346388192,0.012153400019549706
A,USD,STD,INDL,C,MEGL,2020-12-31,41204,MAGIC EMPIRE GLOBAL LTD,14.0,2020,0.0,2.108,1.016,0.308,0.0,1.601,0.525,0.116,0.096,0.594,0.542,0.594,2.634,2.04,0.0,15.0,,6211.0,MAGIC EMPIRE GLOBAL,0,,,,,,6211,,,,0.308,0.2255125284738041,0.20577069096431286,0.14611005692599618,0.0,0.2571157495256167,0.07245471580262336,,5.4193478578814185,1.2495256166982922,0.48197343453510433
A,USD,STD,INDL,C,DLAKY,2013-12-31,100103,DEUTSCHE LUFTHANSA AG,19.0,2013,4169.526,40074.844,6470.619,2163.303,6645.612,31658.631,5027.957,-1769.223,2433.371,2583.563,431.283,2583.563,42174.763,2663.481,3421.326,461.075,21.248,4512.0,DEUTSCHE LUFTHANSA,0,,,,,,4512,,,,8808.915,0.061258506657168414,0.010226091845495375,0.21981158554229185,0.08112258982937261,0.010761938337177309,-0.05588438110289734,9796.9216,3.7920196256100582,1.0523999294919277,0.1614633609054099
A,USD,STD,INDL,C,ASH,2019-09-30,1794,ASHLAND INC,11.0,2019,313.0,7251.0,256.0,166.0,1501.0,3680.0,481.0,676.0,251.0,515.0,505.0,515.0,2493.0,465.0,154.0,60.0,77.05,2820.0,ASHLAND,0,,,,,,2820,,,,1667.0,0.20657841957480946,0.20256718812675492,0.22989932423114054,0.06177296430004011,0.06964556612880982,0.18369565217391304,4623.0,8.976699029126214,0.34381464625568886,0.03530547510688181
I,USD,STD,INDL,C,FBR,2011-12-31,30806,FIBRIA CELULOSE SA,11.0,2011,200.618,14953.313,1105.836,586.305,5493.267,7147.614,683.496,1792.146,987.184,1054.118,-468.472,1054.118,3142.911,305.954,665.802,467.935,7.77,2611.0,FIBRIA CELULOSE,0,,,,,,2611,,,,6079.572,0.33539543436005664,-0.14905671843714313,0.40657023630816796,0.21184246069965074,-0.0313289770634775,0.2507334615439502,3635.85495,3.4491915990429916,0.21018158317156874,0.07395257492436626
I,USD,STD,INDL,C,CE.2,2002-12-31,3373,CONCORD EFS INC,11.0,2002,190.601,2528.44,1457.225,58.94,139.092,607.215,154.941,1288.533,85.903,562.119,300.838,562.119,1966.628,123.867,132.153,486.461,15.74,6099.0,CONCORD EFS,0,,,,,,6099,,,,198.032,0.28582884002465136,0.1529714821511745,0.07832181107718593,0.06719776185430086,0.11898166458369588,2.122037499073639,7656.896140000001,13.621486091023431,0.7778029140497698,0.5763336286405847
I,USD,STD,INDL,C,MSSR,2006-12-31,160338,MCCORMICK & SCHMICKS SEAFOOD,14.0,2006,15.639,228.42,10.553,0.338,0.0,68.19,8.036,-9.616,10.453,29.757,13.348,29.757,308.323,19.543,30.072,14.303,24.04,5812.0,MCCORMICK & SCHMICKS SEAFOOD,0,,,,,,5812,,,,0.338,0.09651242365960373,0.04329226168660788,0.0014797303213378865,0.09753407952050286,0.058436213991769556,-0.1410177445373222,343.84412000000003,11.555066706993314,1.3498073723842046,0.04619998248839857
I,USD,STD,INDL,C,CZFC,2013-12-31,117901,CITIZENS FIRST CORP,14.0,2013,342.951,410.175,37.062,4.0,23.0,371.828,290.415,,0.953,7.386,1.838,7.386,20.566,7.569,0.107,1.969,9.8565,6020.0,CITIZENS FIRST,0,,,,,,6020,,,,27.0,0.3591364387824565,0.08937080618496548,0.06582556226001098,0.005202761839929982,0.004481014201255562,,19.4074485,2.627599309504468,0.05013957457182909,0.09035655512890839
A,USD,STD,INDL,C,VYX,2004-12-31,7648,NCR VOYIX CORP,11.0,2004,492.0,5554.0,750.0,2.0,307.0,3450.0,1304.0,909.0,275.0,508.0,290.0,508.0,5984.0,1383.0,169.0,93.3,69.23,3578.0,NCR VOYIX,0,,,,,,3578,,,,309.0,0.08489304812834225,0.048462566844919786,0.05563557796182931,0.028241978609625667,0.052214620093626214,0.2634782608695652,6459.159000000001,12.714879921259843,1.0774216780698596,0.13503781058696435
I,USD,STD,INDL,C,SCLD,2002-10-31,64663,STEELCLOUD INC,19.0,2002,3.621,17.633,0.751,0.504,0.06,10.876,6.137,3.855,1.078,1.724,-1.115,1.724,29.157,5.954,0.704,10.048,1.04,3571.0,STEELCLOUD,0,,,,,,3571,,,,0.5640000000000001,0.059128168192886785,-0.038241245669993484,0.03198548176714116,0.02414514524813938,-0.06323370952191913,0.3544501655020228,10.44992,6.061438515081207,1.653547326036409,0.04259059717575002
I,USD,STD,INDL,C,3ALRG,2006-12-31,65666,ALLERGY RESEARCH GROUP INC,13.0,2006,0.149,7.868,3.159,0.0,0.0,0.438,0.819,6.913,0.072,1.7,1.096,1.7,16.273,4.452,0.013,14.522,0.82,2834.0,ALLERGY RESEARCH,0,,,,,,2834,,,,0.0,0.1044675228906778,0.06735082652246052,0.0,0.0007988692926934186,0.1392984239959329,15.783105022831052,11.90804,7.004729411764706,2.0682511438739195,0.40149974580579556
A,USD,STD,INDL,C,ABR,2010-12-31,160173,ARBOR REALTY TRUST INC,11.0,2010,0.0,1731.208,122.211,88.092,1255.206,1524.793,1414.56,,,,112.91,,97.861,,0.0,24.776,5.96,6798.0,ARBOR REALTY TRUST,0,,,,,,6798,,,,1343.298,0.11585862945379563,0.7017265120220315,0.7759310261967366,0.0,0.06522035480427539,,147.66496,5.4193478578814185,0.05652758074130896,0.07059290391449208
A,USD,STD,INDL,C,AAON,2010-12-31,21542,AAON INC,14.0,2010,15.046,160.277,13.416,0.0,0.0,43.538,39.927,55.502,9.886,42.601,21.894,42.601,244.552,22.473,17.47,16.506,28.21,3585.0,AAON,0,,,,,,3585,,,,0.0,0.17420017010697111,0.08952697176878537,0.0,0.07143674964833654,0.13660100950229914,1.2747944324498142,465.63426000000004,10.930125114433935,1.5258084441310982,0.0837050855706059
A,USD,STD,INDL,C,TPRP,2009-12-31,10629,TOWER PROPERTIES CO,19.0,2009,2.8,125.539,9.284,3.423,74.284,89.826,2.12,,5.571,10.928,0.451,10.928,21.917,1.809,4.79,0.005,10300.0,6512.0,TOWER PROPERTIES CO,0,,,,,,6512,,,,77.70700000000001,0.4986083861842405,0.020577633800246384,0.6189869283648907,0.2185518090979605,0.0035925091007575336,,51.5,4.712664714494875,0.17458319725344315,0.07395311417169168
A,USD,STD,INDL,C,PSTNY,2011-12-31,112116,POSTNL NV,19.0,2011,284.109,5342.281,866.597,81.73,2084.761,4805.199,598.055,-99.892,128.433,656.434,2252.113,656.434,5574.498,,134.921,392.239,3.193,4210.0,POSTNL NV,0,,,,,,4210,,,,2166.491,0.11775661234428643,0.4040028357710416,0.40553669864988384,0.02420325561153668,0.4215639349558737,-0.020788316987496253,1252.419127,1.9079132509894368,1.0434677621787396,0.1622147917715298
A,USD,STD,INDL,C,KR,2011-01-31,6502,KROGER CO,11.0,2010,4227.0,23505.0,1491.0,588.0,7304.0,18207.0,845.0,-449.0,1600.0,3800.0,1116.0,3800.0,82189.0,14462.0,1919.0,620.0,21.4,5411.0,KROGER CO,0,,,,,,5411,,,,7892.0,0.046234897614035944,0.013578459404543186,0.3357583492873857,0.02334862329508815,0.04747925973197192,-0.024660844730048884,13268.0,3.491578947368421,3.496660285045735,0.06343331206126356
I,USD,STD,INDL,C,NPD,2013-12-31,178838,CHINA NEPSTAR CHAIN DRUG-ADS,11.0,2013,66.663,285.299,96.236,0.0,0.0,145.628,22.599,104.692,6.064,11.014,1.954,11.014,445.86,183.628,7.796,98.723,1.84,5912.0,CHINA NEPSTAR CHAIN DRUG-ADS,0,,,,,,5912,,,,0.0,0.024702821513479564,0.004382541604988113,0.0,0.01748530928991163,0.006848954956028588,0.7189002114977889,181.65032,16.492674777555838,1.5627815029144865,0.3373162892263906
A,USD,STD,INDL,C,UGI1,2014-09-30,29555,UGI UTILITIES INC,0.0,2014,58.453,2354.643,15.993,106.3,622.0,1514.806,82.275,-49.781,59.219,301.26,124.106,301.26,1086.889,,164.18,26.782,,4932.0,UGI UTILITIES,0,,,,,,4932,,,,728.3,0.27717641819909855,0.11418461314816877,0.3093037883025155,0.15105498353557725,0.052706928396364115,-0.03286295406804567,,5.4193478578814185,0.4615939656245129,0.006792112434878663
I,USD,STD,INDL,C,IPLPF,2017-12-31,33477,IPL PLASTICS INC,19.0,2017,82.984,745.872,47.609,28.841,294.855,646.675,71.573,54.395,33.03,80.073,22.667,80.073,535.887,60.949,49.169,158.159,,3080.0,IPL PLASTICS,0,,,,,,3080,,,,323.696,0.14942142653208607,0.04229809642704526,0.4339833108093615,0.09175255231046844,0.030389932857112216,0.08411489542660534,,5.4193478578814185,0.7184704614196538,0.06382998691464488
